"gene","p-adj-Low grade dysplasia-High grade dysplasia","p-adj-Negative/no dysplasia-High grade dysplasia","p-adj-Negative/no dysplasia-Low grade dysplasia","mean-High grade dysplasia","mean-Low grade dysplasia","mean-Negative/no dysplasia","SEM-High grade dysplasia","SEM-Low grade dysplasia","SEM-Negative/no dysplasia","Q1-High grade dysplasia","Q1-Low grade dysplasia","Q1-Negative/no dysplasia","Q3-High grade dysplasia","Q3-Low grade dysplasia","Q3-Negative/no dysplasia","count-High grade dysplasia","count-Low grade dysplasia","count-Negative/no dysplasia"
"ZNF195",0.974023206566202,0.26030527241325,0.774800235891323,558.800459259259,530.50015,444.553334210526,33.7075282298576,93.5854663846645,56.807168870217,424.8555,388.492275,263.03825,615.79125,544.1922,530.69995,27,6,38
"ZNF263",0.864814520690018,0.0883255210537164,0.763586377336067,585.609403703704,554.112166666667,512.285286842105,24.9171018332874,59.226052583294,22.5136358172931,508.12715,460.33115,447.723075,657.82195,673.081225,588.183525,27,6,38
"ZNF200",0.934389913946414,0.0962187771467825,0.676038774004298,246.782581481481,236.07865,210.979005263158,14.5745241447226,23.6621442919381,10.1350873354997,192.7109,205.789125,171.114475,284.1063,279.19835,233.4688,27,6,38
"ZNF582",0.910135591656939,0.999586007683556,0.898661939725895,10.4467555555556,7.15086666666667,10.5685368421053,2.92804493941708,1.75657538308051,3.27537357419677,2.2204,5.248625,2.306275,11.815,9.034925,10.39085,27,6,38
"ZNF285",0.216925070520392,0.484909051060789,0.533386943616424,14.6303222222222,3.15941666666667,10.2603736842105,3.95452253602502,0.821619920002214,1.7702819879155,1.72245,2.327825,2.694475,21.7494,3.874875,13.96035,27,6,38
"ZNF275",0.620825598545488,0.732351740998788,0.858067186322286,789.735611111111,647.401116666667,725.669644736842,62.6216090741699,97.9505202932257,57.8893265513979,534.3017,450.00075,430.90805,1014.1047,827.325525,864.00825,27,6,38
"ZNF37A",0.894695192050004,0.0657930788034313,0.677651739917136,606.979485185185,559.732183333333,473.512092105263,38.832423339548,115.111043910534,39.8117159684974,452.9107,309.222275,259.077625,738.47615,797.80335,681.349725,27,6,38
"ZNF510",0.929119472627289,0.0644056334696842,0.620117584569895,359.345037037037,339.3258,289.461757894737,20.2682074180779,81.833227899279,19.0944395074138,293.35825,207.141575,214.744625,420.61865,475.503025,388.568725,27,6,38
"ZNF506",0.868366443270755,0.64763755800656,0.999946443009778,508.778911111111,417.862233333333,419.583778947368,76.9351617704796,135.21900030455,65.5775201818542,324.06045,182.43515,201.8534,546.46575,568.930575,404.193325,27,6,38
"ZNF324",0.963135834424637,0.174872347106312,0.398013626573825,181.277103703704,170.419666666667,223.188155263158,9.81229236750653,29.4077543586003,18.5475276587267,148.3973,114.000925,156.128025,207.60785,204.683025,251.142425,27,6,38
"ZNF671",0.78535712159506,0.135286590645796,0.179466424924972,66.9642962962963,77.5769666666667,49.6564342105263,7.47184327586206,17.6477315072441,5.12095057392265,33.84335,46.2423,24.770375,101.8259,96.2313,62.717325,27,6,38
"ZNF416",0.950193158738562,0.779322734471811,0.764817104367584,112.626333333333,119.0182,104.737144736842,8.51888935076289,26.717271938517,7.28789368602387,91.515,73.070025,79.784375,132.8899,140.491375,127.7057,27,6,38
"ZNF586",0.59470956422011,0.954490175059823,0.682277727438893,220.816174074074,180.79165,214.163134210526,14.0687134240026,31.660285910172,16.715631341375,165.12255,123.475225,155.6395,269.19955,219.392025,239.437275,27,6,38
"ZNF446",0.932802840163513,0.292797433691734,0.439687696575372,157.256733333333,138.360483333333,202.016263157895,11.3321062274583,24.1969009127535,24.3811499655844,115.6476,106.171125,124.976875,182.2736,145.44475,230.411775,27,6,38
"ZNF8",0.563316154112222,0.0975340070551181,0.987846987422795,266.80247037037,222.5059,216.245444736842,19.6964280827008,34.6519526945404,14.9487648318554,196.16615,178.667675,149.384675,337.6498,246.0121,270.88175,27,6,38
"ZNF264",0.0686157539289195,0.863405127928876,0.113889210738284,1227.94777407407,710.9968,1162.00286315789,75.9923276003475,133.948085156247,95.7181946961261,962.586,509.411225,726.484025,1473.3649,889.1296,1437.7554,27,6,38
"ZNF213",0.927485607058143,0.925640347802625,0.985061163823918,668.920937037037,631.977666666667,648.047355263158,40.3794905939617,107.121923751828,36.2070948645663,507.2471,437.650025,482.788825,824.9647,816.316025,743.604075,27,6,38
"ZNF343",0.874259903229559,0.885669839123655,0.969097642265764,309.589744444444,287.972766666667,298.132194736842,19.7712694935272,14.6064393052212,15.9477796040903,209.713,273.68715,219.1897,372.04105,283.86435,366.083175,27,6,38
"ZNF302",0.554711639467544,0.309520043758364,0.142844911116328,396.388233333333,496.981866666667,316.822668421053,37.4077054458489,201.718301447867,25.6182872281843,301.44695,207.0274,222.2003,463.61025,472.97055,410.130375,27,6,38
"ZNF268",0.7040431649765,0.977406861999779,0.617669261314416,386.426796296296,460.1682,375.964378947368,41.6068904883316,138.902018112267,27.1880469597229,214.06955,307.4798,297.092675,555.7578,439.97625,479.904,27,6,38
"ZNF184",0.284106064196494,0.759123450818393,0.125808530668336,228.453062962963,304.020883333333,208.910039473684,14.9431636774003,94.4984452041387,16.6816364813966,162.052,162.818,150.503425,285.7211,378.553275,231.647375,27,6,38
"ZNF500",0.975165011824376,0.997467902656597,0.963899191653538,229.390744444444,237.5036,227.954513157895,15.8926537806857,50.0624229758875,12.7608997898927,180.74295,160.0216,178.769175,294.29755,282.565425,262.11775,27,6,38
"ZNF419",0.56949115541272,0.595034843999924,0.251621058448442,79.751937037037,98.3950333333333,69.7724947368421,9.29905442340426,24.4269614474753,4.90510347210264,58.10285,45.87615,53.29725,99.65315,148.587825,88.839575,27,6,38
"ZNF175",0.891409530481349,0.700857352496609,0.999964244596012,158.122581481481,139.50795,139.827152631579,21.5046019529353,42.0589292480661,11.184438036499,68.6677,68.85985,93.176975,206.1619,170.333075,184.921325,27,6,38
"ZNF14",0.649930388533418,0.19106861121891,0.140843965152229,167.787307407407,201.981116666667,129.989181578947,16.2491478114569,44.3324228279741,13.3637817070403,102.076,145.1605,81.596125,200.5017,217.663925,148.362825,27,6,38
"ZNF85",0.946763771693302,0.761687607670282,0.996492986463295,40.7361518518519,48.3148,50.1832342105263,9.41790137552108,20.8469230621052,9.15058136683127,11.78725,14.32845,17.512675,43.12875,83.176225,62.14125,27,6,38
"ZKSCAN1",0.988099499792759,0.251844566972909,0.724792060737425,2314.8787962963,2230.18996666667,1801.54464736842,284.626945675097,646.138490163622,170.427286649026,1316.47755,1316.014275,984.87855,2687.8408,2082.600425,2302.5081,27,6,38
"ZNF862",0.922339354726787,0.749311907888368,0.999734605102894,410.346648148148,361.523883333333,358.802986842105,54.5688542602666,146.920535683719,43.6629563713999,182.10505,123.84455,188.590225,563.2294,468.6152,435.444325,27,6,38
"ZNF684",0.89486591260447,0.0162551682467182,0.478264352094242,63.7952666666667,59.0576666666667,47.1059026315789,4.5526884811109,10.8321132434894,3.67995357605406,45.70375,41.1624,32.759175,77.53985,74.639175,66.263075,27,6,38
"ZNF430",0.394685958125537,0.912034809239525,0.261165861059323,163.924377777778,117.3073,172.042694736842,11.3764223586843,16.2300670588674,15.1824992566594,129.5008,98.345325,113.4536,193.12805,143.923775,205.960125,27,6,38
"ZFP30",0.670109960077837,0.665112761823484,0.922000319093109,96.2923851851852,131.47415,116.096442105263,19.5518398969772,45.5285212618109,12.9087580371077,22.91445,58.869625,69.489675,139.88675,148.0381,153.602,27,6,38
"ZNF549",0.438475599945253,0.380290117304932,0.871336662235967,146.652081481481,90.1597166666667,112.490705263158,23.4906251420983,19.5972890415557,14.6728067011666,40.86665,79.69635,50.78555,201.93035,100.66555,163.542125,27,6,38
"ZNF211",0.280516527979813,0.0258355527510146,0.99846388508227,249.145455555556,174.539683333333,177.035468421053,27.3378302065993,26.3169070822595,13.1115055213238,141.574,147.82265,110.93495,313.85855,221.9316,220.552025,27,6,38
"ZNF205",0.95602354420819,0.728793487419302,0.74729022709895,239.054918518519,228.06385,255.353136842105,12.7071704533711,38.4583840606419,15.4641258756885,205.1994,152.1664,190.9759,284.50735,278.91285,321.324,27,6,38
"ZNF45",0.555105912187891,0.0622796099843773,0.965731935018652,260.570481481481,212.96235,201.741760526316,26.2771247345972,17.6482432866985,12.1314395569812,180.21685,177.0209,151.34205,299.40735,237.243375,239.7628,27,6,38
"ZNF133",0.919162180851771,0.768977681456561,0.705211983224403,289.193592592593,271.73755,306.407528947368,18.848058040949,39.3333406891554,16.1884426620704,213.57615,226.59425,244.55815,377.69655,313.0172,384.291725,27,6,38
"ZNF436",0.999937303355694,0.0273542966727123,0.296394691033729,459.619959259259,461.02665,653.869097368421,50.2781928604403,99.8803031935151,51.538045824022,297.3591,361.01085,428.17985,504.90505,433.1982,830.773475,27,6,38
"ZNF484",0.309340664248712,0.445066529613975,0.694664847086953,163.751411111111,120.35875,143.718181578947,10.8177203602292,24.5352727749629,11.5875542939595,128.06325,84.301675,94.91555,204.60665,166.322825,166.9495,27,6,38
"ZNF780B",0.921913643960013,0.0105608999023635,0.0951802567788784,419.897155555556,450.53815,286.739231578947,36.8496676062045,104.331876944386,24.4754588427456,332.43955,265.604675,193.883525,531.69645,495.41685,355.89435,27,6,38
"ZNF557",0.960562358625316,0.149213938577859,0.700908400615468,205.367948148148,196.9483,172.521692105263,12.2338335363006,21.4884168103035,12.0777332226829,167.42945,166.689075,126.630325,220.81615,242.153925,204.320275,27,6,38
"ZNF337",0.975582062068967,0.884683018756811,0.877230638888785,383.034014814815,366.514816666667,403.562136842105,32.2947868184787,108.086707270026,25.9664175424453,272.9116,206.82185,311.19465,509.98215,363.598775,483.19975,27,6,38
"ZNF317",0.316594949918744,0.0547996303760712,0.987796122115436,1047.28780740741,870.01375,887.655005263158,41.1625361457084,91.2946724663448,49.7731851906643,930.11365,692.988175,706.825125,1138.31325,1050.3216,1023.158475,27,6,38
"ZNF426",0.921148265638219,0.0810218326362009,0.232517582710057,169.27217037037,133.327566666667,282.662197368421,14.7455779692597,21.8054343170637,44.0141697554906,116.5531,90.756875,104.66625,203.18025,171.579575,326.6078,27,6,38
"ZNF331",0.719164663489697,0.76709526667967,0.916269020885546,205.081355555556,310.721133333333,257.883944736842,53.6653784830376,184.650887075255,47.3137996335323,50.46045,52.46165,67.915425,208.32175,339.877475,297.145325,27,6,38
"ZNF227",0.639222448611165,0.0161875756313791,0.765667091752506,287.494162962963,247.446566666667,217.387771052632,23.7975004336465,34.6000223856254,12.5274437457562,202.6951,178.2855,178.964775,302.67875,302.154175,265.00915,27,6,38
"ZNF141",0.93939195462084,0.823344684277504,0.999984169276928,56.3667666666667,64.2779833333333,64.1555263157895,11.759911348533,29.4866966409195,6.57879943849733,10.15855,8.249975,38.975525,76.3974,103.93015,84.223225,27,6,38
"ZNF304",0.802806918270432,0.989545918877458,0.747258490387288,290.712066666667,262.125666666667,294.192418421053,21.253359017984,33.1277723490394,15.3647861125916,181.8469,247.44145,243.02585,375.06555,302.0065,363.917975,27,6,38
"ZNF132",0.987450045140478,0.496593816538977,0.701026455346572,52.4417851851852,49.0192166666667,66.7426605263158,8.67119288986959,8.88623902167153,9.06400531770563,32.18315,33.2589,33.522525,63.837,59.30125,73.118425,27,6,38
"ZNF20",0.405804278499491,0.390207742437061,0.101545035772384,107.155237037037,131.097533333333,93.5111789473684,5.88406410687319,28.1518889668013,6.90073655793305,84.96395,100.001725,69.189525,125.6155,139.714625,106.239525,27,6,38
"ZNF670",0.990830275765429,0.0417410806109606,0.409515811144206,107.950325925926,105.261333333333,79.283297368421,9.4905561688572,17.898328269863,7.13585690683829,69.63785,89.46275,56.565775,131.12185,132.223375,84.151675,27,6,38
"ZFP37",0.797771048763267,0.82669825049732,0.581710638514987,54.0305407407407,66.94855,47.4208394736842,8.00198012463478,43.3949587555878,4.91173959718286,24.9383,14.52975,24.940575,67.6371,46.782225,64.341175,27,6,38
"ZNF189",0.0771220975965411,0.0088784166283794,0.863423492996314,605.445407407407,392.676783333333,441.164302631579,41.5536957379381,72.1975022704129,35.10977638091,422.8546,266.912025,282.758325,787.13645,477.48455,565.823375,27,6,38
"ZNF434",0.993787084732469,0.189834853094455,0.641637215657967,352.041748148148,348.160883333333,316.157755263158,14.6696056919184,29.1978125548521,13.8079826838363,303.2933,307.579225,268.449275,409.3677,374.5092,362.581425,27,6,38
"ZNF287",0.700097845938759,0.0571510851695166,0.866103517377311,29.8130333333333,43.0036833333333,51.1398526315789,5.72625368353063,16.3762147714995,6.43145081599254,5.34625,15.598025,20.0718,38.99845,55.060725,74.109075,27,6,38
"ZIM3",0.994382880769515,0.382040457204914,0.787416945343926,0.0121592592592593,0.0489833333333333,0.282955263157895,0.0121592592592593,0.0489833333333333,0.177151695075834,0,0,0,0,0,0,27,6,38
"ZFP14",0.656363706544279,0.323551183809233,0.201635707792349,148.846911111111,188.129616666667,112.747736842105,20.5991977976803,73.3157610725707,12.2250395074272,76.1955,55.450525,61.153125,197.4105,277.014325,148.90155,27,6,38
"ZNF473",0.984211989106795,0.00726780011270522,0.128645618311021,410.690722222222,421.133,303.569284210526,27.8965352147117,59.823198777637,20.7779769966049,281.07245,333.71035,214.430875,508.5292,513.9663,359.358275,27,6,38
"ZNF614",0.886203721841072,0.447017830801945,0.974587797628628,265.971292592593,229.038716666667,212.460202631579,43.6737049090312,53.6222625872713,21.4691940691374,113.0034,167.333125,111.33,332.69925,262.436925,318.03115,27,6,38
"POGK",0.956899970917671,0.650817543193509,0.705340895191628,2021.5447962963,2104.61765,1876.37029473684,129.304369277548,209.783980620063,105.832368514864,1527.6013,1727.14525,1476.5239,2426.62435,2468.92215,2265.048575,27,6,38
"ZNF514",0.990757610196729,0.193430126556981,0.660408257966486,291.9622,284.100866666667,232.759705263158,27.1848499353761,73.8060781775036,19.6432734146147,191.5211,158.780975,139.467125,357.16435,334.158175,282.140225,27,6,38
"ZNF300",0.837584538410074,0.877936050171613,0.665783931163124,113.574974074074,135.104983333333,103.289134210526,18.7538203575912,43.5532085370559,11.1871024396971,38.8996,44.86965,63.85885,150.77005,215.074725,140.102725,27,6,38
"RBAK",0.715390779762914,0.87596497350748,0.860813268943568,822.439392592593,709.017916666667,782.740557894737,66.9612231606587,140.814083365075,48.3190146892333,582.88675,476.77355,622.0883,972.47225,780.058825,827.0386,27,6,38
"ZNF92",0.723507716395087,0.498867219714469,0.988964551847633,355.768540740741,297.354783333333,307.852036842105,32.6339363587262,55.8190019398019,27.8128929770306,257.1134,186.1946,186.91845,422.81095,399.308425,380.74345,27,6,38
"ZNF157",0.000120278780465943,0.82875059516308,0.000255751859858044,0.721062962962963,7.31265,1.21101578947368,0.215060642156557,4.01193146026117,0.411691375925892,0,0.6775,0,0.9698,9.4706,1.220625,27,6,38
"ZNF182",0.240182995217729,0.546353992441656,0.0658182470269831,200.611281481481,292.94615,167.342710526316,15.1156575553186,115.956416955989,19.00119029934,151.93495,169.508,101.466325,258.47065,258.423925,190.027825,27,6,38
"ZNF673",0.131712993370531,0.978262559414866,0.148532836801014,165.630485185185,238.8729,169.805442105263,12.2296352580958,69.068316262128,12.5383845482376,119.07755,164.7909,118.458925,203.46875,222.716,213.538625,27,6,38
"ZNF41",0.99820654419386,0.527171272645383,0.840403676382304,323.598677777778,319.128883333333,276.242528947368,21.3418253518541,71.9492844796825,33.4512145159657,239.83705,181.0996,186.73855,372.0069,383.404725,294.15285,27,6,38
"ZNF7",0.999999985553607,0.999446822528425,0.999821679114893,462.90797037037,462.921883333333,464.426481578947,39.0243645741712,106.691919633536,27.3987340195433,343.92515,338.325175,345.7865,566.22335,453.35375,544.364375,27,6,38
"ZNF214",0.937954710626292,0.0524636672844676,0.572644391796878,41.6327777777778,37.3148333333333,24.8589157894737,6.01750204893416,17.7415029321582,3.6415450021888,20.79085,10.783625,10.102025,55.72975,39.9161,33.358375,27,6,38
"ZNF215",0.566966093171228,0.276811280129945,0.985490855543156,91.9265925925926,59.6488166666667,64.6649631578947,15.4887090090429,25.6359237107152,10.1983356950274,13.34385,15.37605,10.457625,149.54005,93.9866,96.357825,27,6,38
"ZNF547",0.546093570888924,0.201818430851255,0.103097247286302,54.0769111111111,66.14995,43.0250526315789,5.07576707758049,7.95685022027142,4.11961516378728,37.2924,61.29065,25.925925,65.8166,80.170275,55.98065,27,6,38
"ZNF773",0.852778654969184,0.180161140513941,0.884046429770591,78.7641185185185,68.7349166666667,60.1503342105263,9.80984457176974,19.8654336815051,5.09524765832043,42.07545,37.049325,37.01785,114.4627,91.523475,78.625975,27,6,38
"ZNF776",0.414665791220455,0.30548930463269,0.890433439852495,438.642644444444,348.652633333333,380.230263157895,22.8930385276967,49.3487225543456,29.5135350259581,369.54055,268.50075,263.11275,508.07925,438.1876,460.3603,27,6,38
"ZNF256",0.984667407192844,0.00195687108078868,0.0764893641401927,33.1823185185185,29.1302,81.2129236842105,7.64764039176578,7.75235761584823,10.4200729031664,6.6261,15.835175,31.330825,45.32445,44.95245,105.8788,27,6,38
"ZNF599",0.987842344633453,0.76123957869598,0.843178393534257,56.301362962963,53.70765,63.1489184210526,8.40882636122617,12.5435913067125,5.7717496415391,28.48655,36.942825,40.314375,71.87075,70.75195,93.668975,27,6,38
"ZNF18",0.695893776375379,0.023773292999889,0.0519292555183836,135.256014814815,116.142133333333,170.561131578947,8.4477745549103,15.4625370249876,9.50171882754139,97.16065,91.38275,127.588675,174.30445,139.976025,215.190175,27,6,38
"ZKSCAN2",0.0708011984017791,0.804170767172164,0.0254877453284689,146.261988888889,226.89195,133.646639473684,15.9618275292997,51.9684716844534,11.011933884937,87.86345,127.177925,83.9804,158.79665,334.932925,162.046825,27,6,38
"ZNF689",0.378469568039961,0.0906500136576028,0.0304364664646457,211.950159259259,266.289916666667,163.686621052632,14.9800744224064,86.8639261028244,10.8471662635484,168.4878,117.9922,123.15925,255.48785,325.2773,208.94,27,6,38
"ZNF19",0.346427493998576,0.153071106203432,0.0375628536266509,51.2417222222222,66.1610833333333,40.0874947368421,4.67761375680424,18.3505289355814,2.97324006693338,31.47625,32.85495,27.736575,62.91485,100.917275,45.924125,27,6,38
"ZNF230",0.890815362047355,0.250671498781761,0.895285871422708,79.4143851851852,72.5072333333333,65.9317631578947,8.06186204394519,13.0373376468681,4.2214413700101,50.92195,45.699575,51.1091,91.9648,96.889575,76.93305,27,6,38
"ZNF222",0.994310307544376,0.0108887854681431,0.25046141357741,36.0252296296296,35.2899166666667,23.9983921052632,4.08135701073939,6.4553966093193,1.78783821919887,26.0916,27.037825,18.058075,38.21345,46.258425,31.64975,27,6,38
"ZNF221",0.395125260669208,0.0221682040373068,0.974944745498578,41.3535444444444,24.1300833333333,21.3819710526316,8.08539441730404,7.66583683265855,2.68508727046495,14.47,8.047075,9.73935,53.062,36.600775,28.4066,27,6,38
"ZNF233",0.945371535995128,0.09121101742965,0.274904589857636,39.7178888888889,44.0888,23.4569,7.94177179015156,12.1426406271179,3.13570167657135,18.235,25.7545,11.439225,38.01405,66.719075,30.592725,27,6,38
"ZNF235",0.996912679150543,0.272699851142316,0.599967989812282,92.7389962962963,94.2445833333333,75.319002631579,10.926906604651,16.8152017144094,5.50531612192484,59.48525,65.594475,46.939425,106.867,108.69525,97.7938,27,6,38
"ZNF208",0.544903560664671,0.178836181738676,0.998295043779457,73.650362962963,8.46491666666667,11.8096421052632,42.4321044269827,4.42504462895887,2.53710150712634,2.46,4.088125,2.95815,22.56475,5.71705,13.60005,27,6,38
"ZNF714",0.891993834390263,0.979263353430912,0.93239028438587,348.809848148148,398.657733333333,360.702460526316,32.5953701327077,76.6310241411387,46.732509027237,236.4602,378.8876,154.764575,470.79295,514.719175,469.876275,27,6,38
"ZNF394",0.946714235897059,0.796404390403125,0.768428766203625,480.768418518519,451.126116666667,514.528468421053,21.5839295106277,70.3179139302706,41.9547170661081,400.03925,372.877675,359.12255,537.11575,505.194475,566.134,27,6,38
"ZNF333",0.713923460290451,0.527108604518827,0.981398938899061,159.859011111111,139.377733333333,144.069457894737,11.2983803951918,25.1923679145182,9.2005423304277,118.8316,117.19985,113.70555,203.2771,134.3909,184.84055,27,6,38
"ZNF382",0.0666910592511915,0.971782362806119,0.0423931755095868,16.106462962963,38.6204333333333,14.8469815789474,2.11931030657612,28.3804284588713,1.97091977423852,7.9233,9.737975,6.134425,21.6588,14.144825,18.125425,27,6,38
"ZNF577",0.307787849212291,0.534094462517863,0.639765912951624,90.0362333333333,46.0740666666667,72.2406973684211,14.8809249301545,11.5384509337163,9.83108584162565,31.0385,26.74015,29.633425,151.89525,68.099875,78.60535,27,6,38
"ZNF75A",0.691569175659715,0.290420668802402,0.999662429132001,157.614207407407,196.791166666667,197.940984210526,17.8851132065349,45.570367737816,18.358211417059,89.69295,138.442775,138.862625,197.5198,202.411325,211.151375,27,6,38
"ZNF496",0.798632385204323,0.756900366339887,0.966361963974107,470.624159259259,411.623066666667,433.985410526316,42.9495976239652,64.7131557077882,31.7440479088833,352.6184,309.660725,292.751625,480.5607,469.388275,509.0775,27,6,38
"ZNF2",0.993274354957738,0.314085492082976,0.74916850992954,121.681540740741,119.697233333333,107.029413157895,9.96345104664525,17.1689619037119,4.5289990649293,83.24455,100.46695,83.011025,142.1401,133.69935,123.4638,27,6,38
"ZNF589",0.946615455408046,0.905298382860489,0.837603027768845,276.631211111111,296.610866666667,261.620328947368,29.4292087265977,68.0679356932404,20.4983360538837,167.0261,174.11135,163.73745,296.50985,407.165625,377.340925,27,6,38
"PRDM9",0.877572177515335,0.973153004669728,0.926143738962096,2.95095185185185,0.5329,2.33597105263158,2.51827330898713,0.44281886590343,1.63577273940403,0,0,0,0.125,0.364725,0.299275,27,6,38
"ZNF12",0.983556428304438,0.693218908906437,0.954580089722,1045.86613333333,1013.48828333333,960.706597368421,64.6563850691357,291.194848849645,66.1610956246839,797.99225,666.784375,663.4405,1291.0867,936.003025,1240.6256,27,6,38
"ZNF202",0.924380802334715,0.474331004732349,0.956910481262205,295.551085185185,277.834083333333,264.931913157895,21.1080172845089,14.8918175396741,17.1635448842316,225.13315,260.73915,199.079875,362.5585,305.575075,319.257175,27,6,38
"ZNF3",0.848862182977892,0.534508746076647,0.998433072042548,826.359151851852,744.3621,736.566289473684,54.8384954068074,115.892782382652,59.7214187940344,607.0337,599.461,494.5057,1017.93275,691.451125,872.2928,27,6,38
"ZNF606",0.911679588750782,0.948028792126227,0.968049680857274,156.191362962963,182.450133333333,167.312707894737,30.2911228411514,75.4646165670449,19.8693908786905,18.6294,87.34815,87.8191,219.22485,236.3581,235.07235,27,6,38
"ZNF91",0.470416276342732,0.0204039231904757,0.928351737801273,653.876907407407,464.469133333333,406.949681578947,66.1769724901117,132.714396738263,59.8161929512021,434.7534,344.63185,128.657425,832.3396,528.242675,518.61015,27,6,38
"ZNF226",0.940108663099571,0.0414387615510058,0.533618663162539,251.751296296296,235.1961,183.538765789474,23.7575338347082,48.7522661354526,15.7386338693783,181.42875,162.930625,133.399875,265.3902,265.3577,231.664225,27,6,38
"ZNF229",0.571469623175128,0.595098664723065,0.880130790820599,77.9632703703704,17.9797666666667,45.7577394736842,37.2215657847881,10.4774039262172,11.7864516886508,5.5862,6.21815,6.274025,31.34125,13.371825,43.291025,27,6,38
"ZNF180",0.816989576759717,0.131353256169349,0.873015506324041,196.33797037037,178.789783333333,164.798347368421,14.4643182435968,15.1418131828263,9.45092975586954,152.945,148.351625,127.214575,216.60565,202.310025,196.788025,27,6,38
"ZNF641",0.663642507899516,0.325166027952274,0.997818373994464,196.14507037037,163.18015,165.513028947368,20.9389317956661,20.2519834802545,10.7997494050888,136.0752,135.627575,115.9001,219.42935,206.164025,212.68625,27,6,38
"ZNF610",0.902497009319317,0.140351967935021,0.788775293197639,9.31545185185185,13.9949833333333,20.9305026315789,1.92647960197342,5.39057862592484,5.04124580875769,3.1216,4.779625,3.0329,10.4501,18.36955,25.3089,27,6,38
"ZNF528",0.508805316045154,0.937854898306136,0.378158102882181,121.74907037037,29.9614166666667,137.433136842105,40.4028881336417,5.43521396508709,28.2152155614665,17.56265,24.34825,48.615175,96.29145,38.484675,141.372125,27,6,38
"ZNF701",0.987793601513406,0.359307266728972,0.801522279563314,136.235511111111,129.495166666667,101.595736842105,23.0366291299445,43.7043137592898,13.3564149702691,47.53315,50.201575,36.69975,202.50855,215.05765,151.666875,27,6,38
"ZNF283",0.520074171207344,0.101970569835004,0.997663908449032,92.8366518518519,71.398,70.1574657894737,9.88829703659112,8.03592310478392,6.38072692560577,64.58405,58.366,47.50535,99.8336,82.07895,82.0704,27,6,38
"ZNF558",0.893001271808565,0.858342499728589,0.985293968355592,331.449537037037,366.761533333333,354.337073684211,30.2475190751459,138.3305467912,23.9619176845737,215.51665,166.632725,250.53095,401.76795,371.50585,477.10055,27,6,38
"ZNF597",0.996510541662395,0.119315555159751,0.440233242270955,67.7678740740741,69.2392833333333,47.1309473684211,8.65153155874956,22.7287295631677,5.71625143567503,41.71605,39.321775,21.332825,91.82825,78.308475,63.3607,27,6,38
