"gene","Current reformed smoker for < or = 15 years-[Unknown]","Current reformed smoker for > 15 years-[Unknown]","Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-[Unknown]","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","Current smoker-[Unknown]","Current smoker-Current reformed smoker for < or = 15 years","Current smoker-Current reformed smoker for > 15 years","Current smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-[Unknown]","Lifelong Non-smoker-Current reformed smoker for < or = 15 years","Lifelong Non-smoker-Current reformed smoker for > 15 years","Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current smoker"
"ZNF195",0.999999994968903,0.395653644193512,0.465927705058624,0.992881465957957,0.995631502752099,0.355088479192566,0.960298917398983,0.968368298531846,0.886594210544261,0.856750090063007,0.999648156396719,0.999705591110051,0.317685021795321,0.962633596773222,0.969986863242223
"ZNF263",0.999996153983537,0.99559981391729,0.999051258062363,0.953486442041215,0.94372532659031,0.850130402005636,0.999964856204007,0.9997419893773,0.988153208731341,0.984157417878912,0.999999358762971,0.999924812063326,0.984901532408995,0.938213487132134,0.999982819722852
"ZNF200",0.69453733945201,0.955760895540843,0.997860680913669,0.638403571910395,0.999030531123934,0.978910751897474,0.132512232447483,0.922108802210353,0.758045353006994,0.998042662003114,0.981982187301334,0.824275833109144,0.995678001937833,0.768768752105208,0.125583683413992
"ZNF582",0.979698630836593,0.999998762800387,0.995477866801497,0.994249156623451,0.90232215070431,0.993318501065635,0.999795767191175,0.945778030989978,0.999548151875825,0.999610413569406,0.967869758481466,0.639301171203871,0.98225850736562,0.999993493757719,0.999492432139192
"ZNF285",0.957458096551024,0.988516694498797,0.786107157062129,0.945550279097708,0.999932032912044,0.789795275077085,0.999999861716023,0.97933202654853,0.988008621946623,0.966403078841078,0.999999995672467,0.908866146331674,0.971938951076484,0.91738300913034,0.999999948073949
"ZNF275",0.9478402574656,0.295277348531899,0.0891010403841768,0.800052740744915,0.994495452462014,0.0764524964716731,0.999996585844805,0.980865226033428,0.324549817237047,0.875763873925926,0.997677515102504,0.977529775963226,0.0663234505990298,0.850295048952116,0.999917493942309
"ZNF37A",0.997199054342834,0.192418354519946,0.122681351319268,0.999724156059654,0.98944847973846,0.626928884414075,0.805510814319559,0.97788327799997,0.0232077718390568,0.830706127898718,0.999999386041537,0.995834055398397,0.0640446138231455,0.998987882484338,0.672182169573493
"ZNF510",0.998423087424256,0.999999215785182,0.998065925690512,0.998225904425306,0.999999086896324,0.997694413057399,0.63588188186174,0.903420893171861,0.733413580991137,0.97367816112855,0.995235765677344,0.999999600599393,0.996616368222866,0.999982437948316,0.675814315463305
"ZNF506",0.574870398010886,0.951528967674208,0.992019299243966,0.85837303067177,0.99999211806497,0.999250626094373,0.993002605405553,0.921082382185653,0.999437463606839,0.985171446852594,0.953184043876245,0.777126243793666,0.998524166776607,0.969973048993831,0.99999999899663
"ZNF324",0.99901882304338,0.998269727531576,0.999999689146663,0.96364230055885,0.99632100620351,0.998536885093745,0.912169564142019,0.803250808918876,0.813858374315228,0.651350849585861,0.999797623076641,0.999892894960496,0.999652237452823,0.97316490152674,0.679797456087814
"ZNF671",0.378310187410832,0.99728054413745,0.821076665777065,0.9999999617943,0.662510494017358,0.998618206735557,0.98676534052869,0.18057798459985,0.924502809750743,0.997875258477766,0.965856255684681,0.0341205821669188,0.866284011326475,0.998076612405412,0.999993855868268
"ZNF416",0.81895807463169,0.999999798812985,0.922531830517499,0.999755440493715,0.986057164756291,0.999955162579649,0.999925460850801,0.93857671312898,0.999995698983358,0.999998518152287,0.989287057862966,0.332198875613662,0.994741065442071,0.982638441422772,0.968696469822258
"ZNF586",0.967625970814039,0.878839933620219,0.999278668927579,0.997070201589165,0.905148400521052,0.799054572606455,0.952633504039842,0.655299958605689,0.503181081485995,0.999946281068612,0.989113120778075,0.666532675150803,0.499680938975886,0.999986377868147,0.993279637216828
"ZNF446",0.86104342778098,0.999759353139873,0.822992421407089,0.999993591927997,0.922873119745661,0.999998781972563,0.874542161701979,0.999999997014817,0.836017577803809,0.929986753036774,0.987135595437295,0.949782154453192,0.966442071171247,0.994330881424778,0.958459213437622
"ZNF8",0.139760509951293,0.992938532107142,0.104106740215444,0.991374039217076,0.778264939881765,0.92730247371964,0.20732515557109,0.999973583771954,0.148956517542788,0.851652944597866,0.946420619549693,0.189124457954577,0.772264138392091,0.999994753659019,0.294802459741013
"ZNF264",0.890075154699478,0.991747554267702,0.999091258636259,0.778346434503164,0.997919658993656,0.978794665763566,0.953562871762558,0.999962922291139,0.999964262963129,0.99124503521113,0.997927980126271,0.926623833245204,0.998972820928059,0.825616761224537,0.980328922694456
"ZNF213",0.0057416285148536,0.998011765578494,0.0819671453312832,0.996408887269899,0.206447932499613,0.999998301226415,0.910161617363198,0.151743716974642,0.997268339995216,0.999667058500574,0.993893795602597,0.00146647137227907,0.999997239961858,0.999919595200732,0.965527885719099
"ZNF343",0.999423561104134,0.991486179692276,0.999823069817503,0.999997860024354,0.999989837240942,0.999178029060787,0.99684893226412,0.976272509243558,0.932774598599129,0.997416289094138,0.999999998584073,0.997952694273285,0.979317553477098,0.999992982537945,0.992752950958725
"ZNF302",0.659424053121552,0.336313131391851,0.990149252142882,0.906609001961137,0.999986398150957,0.985989321037424,0.708918021938446,0.999999692563967,0.984115487968291,0.999998760304492,0.729398634131709,0.980333406505928,0.728909663055602,0.999504911704131,0.990021129356494
"ZNF268",0.903527143249681,0.601341568547459,0.990219409951629,0.994883355409382,0.999770833669243,0.971670862635286,0.849374031129447,0.999996138152505,0.996225236622579,0.998980943732731,0.966231521506385,0.989373429980189,0.775031035040196,0.999997162680351,0.969656189654258
"ZNF184",0.542543186294262,0.999841596264854,0.83863629965889,0.999987008746954,0.873158528802707,0.999999882395649,0.917079027898713,0.987941314796338,0.99024879640347,0.990826597557036,0.702297490153559,0.946151710764599,0.975257139748937,0.982282870431191,0.999999992247113
"ZNF500",0.999797211299914,0.999772436372694,0.999999997586571,0.998579488650202,0.999973766777417,0.999990286721028,0.999121128392213,0.992099273155069,0.993015794138464,0.986501320389461,0.963498545475238,0.999316695471575,0.99980691070677,0.999999991274854,0.866943853294452
"ZNF419",0.836367867619061,0.99908971332878,0.984296975893969,0.901575850339123,0.999999116290172,0.9866928927054,0.996698443639735,0.986047870733335,0.999999812945924,0.988718264076947,0.999035333949938,0.847456927309735,0.999982201177876,0.930012263479571,0.999732534938011
"ZNF175",0.0634101694941385,0.869580794252593,0.745626396686281,0.689719353166834,0.975121789525067,0.997891536574883,0.658980692953866,0.824173752022202,0.999893964332956,0.999854756577266,0.444656145215317,0.359794494168395,0.999999999966862,0.994144764684564,0.999431432955292
"ZNF14",0.952667694695711,0.999999987930106,0.981460127464868,0.527851733386993,0.925643465864754,0.663023653067786,0.949581680846941,0.999999999960302,0.980097336938838,0.928624736001241,0.999726994781421,0.959481580439081,0.999982986566222,0.494971076121401,0.956016872834964
"ZNF85",0.944608981512557,0.999888409026285,0.994201651743591,0.941019333000501,0.999962771900024,0.987971168914405,0.999961716771521,0.9166158088123,0.998868272375163,0.913992684890861,0.996145028328363,0.647215363505252,0.987045328603964,0.765739879444438,0.999976169833226
"ZKSCAN1",0.803722806736007,0.994640138426174,0.627805120314682,0.851797535532504,0.999986212743533,0.694619560100589,0.71778478782501,0.999992301723616,0.544737036734381,0.999999978502777,0.70648621426551,0.999052956895678,0.55300642231693,0.997448349620422,0.993275737936995
"ZNF862",0.999296099883591,0.999893864917721,0.999999646145294,0.994685365623257,0.973122273090049,0.985777269214231,0.487642533952829,0.780840403118612,0.792611704773747,0.457692712728873,0.999871044385026,0.99991514361015,0.999998417215365,0.974896743224417,0.356551805499082
"ZNF684",0.927451015470711,0.998045744208767,0.998310848991141,0.995879091870704,0.999874890435704,0.999996768578044,0.796365934606039,0.999730412527158,0.983374010995201,0.996771369180987,0.829013413094111,0.999969368877624,0.999004842491102,0.999984489041504,0.992533725131279
"ZNF430",0.949981843179883,0.948780172422858,0.626170608942254,0.999816649983074,0.998500840664238,0.939485669733053,0.999970580085299,0.987760034116457,0.924684035991834,0.999997271004456,0.999459172218911,0.748413451575365,0.964637952447027,0.99612353816336,0.995988652977285
"ZFP30",0.622440495662331,0.999581190404177,0.592496776995102,0.0908976902434839,0.741632624896031,0.10022360919792,0.455473587951073,0.999888895248806,0.45171672019562,0.844486376001846,0.779918525039868,0.955922838851212,0.771174153016782,0.225267737340442,0.846134225094732
"ZNF549",0.44190441223696,0.999406986651144,0.808295578091875,0.322290618939612,0.99306151442376,0.61314295651765,0.992877772988614,0.847429169684766,0.999980887891151,0.65260022532393,0.973805880740136,0.560812932227678,0.999988141796862,0.427651048757381,0.999999725784796
"ZNF211",0.678138264608466,0.999999991608922,0.792660176234549,0.999480473427821,0.967272347793413,0.999532450221675,0.985567462973659,0.974801088207258,0.991286729659801,0.999969194601437,0.99999963945489,0.492659955117973,0.999998727307045,0.999500991961457,0.973898790206335
"ZNF205",0.387238164612356,0.999881704143015,0.433148919846582,0.999999986994324,0.719971400636366,0.999922417030361,0.985315635080658,0.849782889681172,0.969265035307632,0.997369172695195,0.979380999534586,0.467218514012873,0.965047509488395,0.998833811347303,0.999916544828346
"ZNF45",0.49693544666394,0.638662591816433,0.0535304853154075,0.999999999999782,0.778554460390837,0.835540208436638,0.524405927869574,0.99999998605426,0.0585894590868875,0.795874019128611,0.984403845676792,0.586306541623797,0.202709533525354,0.998643170630151,0.620633054678756
"ZNF133",0.994769935194566,0.999926675439194,0.986516707725029,0.999999598321128,0.997095774793204,0.999998446696735,0.92396525900489,0.998486692181407,0.906890568953271,0.966493423551921,0.990611695575341,0.999986762055866,0.98152794603159,0.997619391720662,0.980289240725334
"ZNF436",0.998169413792925,0.770319391747757,0.611789567649046,0.999956837223795,0.999994481186067,0.834049685202445,0.603588364016265,0.890796439678328,0.119455668469856,0.914522111553392,0.946275414274866,0.999925000543014,0.242726217875937,0.999564218441309,0.819010907618944
"ZNF484",0.780464292626597,0.975567290422573,0.998328545200261,0.929803952325763,0.999999705011201,0.999758423491552,0.530219714489184,0.999053926546313,0.973379177928881,0.99899603387734,0.803639789027058,0.992847506539885,0.999999988275197,0.9995178874568,0.892329740136687
"ZNF780B",0.715942988219647,0.981866760669319,0.993434673264155,0.95529804029278,0.999859621041766,0.999911856792508,0.830218014048901,0.999963908573177,0.998921740976635,0.999998855794938,0.816867757316383,0.977935444191701,0.999999601785189,0.999918120280805,0.997052240859986
"ZNF557",0.99975798305623,0.764604447192772,0.916228923526712,0.999999999759456,0.999962175947676,0.909980257236236,0.986645968015587,0.957169261335828,0.483687237234157,0.995988066921051,0.999995163742043,0.997523704765627,0.552572820928,0.999998797320859,0.981498524953738
"ZNF337",0.971159805597176,0.999989979365802,0.968438362504042,0.999999868271949,0.988001533118551,0.999999897167361,0.931280178917595,0.99998306518625,0.934509259295771,0.972016553672646,0.991674977895422,0.997031153094217,0.990623612420219,0.998225894410164,0.982351230758117
"ZNF317",0.996475408157116,0.0414514528794308,0.0252299206673471,0.909589596466264,0.99073931489332,0.0223541402085098,0.995663423776274,0.999999999524823,0.0239869785025059,0.991843657659247,0.999998234557847,0.995343883076722,0.00687388162678815,0.883392654494196,0.994085921371437
"ZNF426",0.896314268017738,0.91638876868951,0.462412642538992,0.999120586419815,0.997705530304862,0.879627075041469,0.765413830893131,0.999852408938216,0.326492662005656,0.986468743581347,0.968599308196155,0.986283008755837,0.499346511019796,0.999999866121478,0.917640708800284
"ZNF331",0.915434537146558,0.999998507417143,0.973956401418274,0.999953598820772,0.99327453704831,0.999998428753843,0.866144196720509,0.384252897614541,0.899021189359758,0.905218120228761,0.999800479308786,0.910370584683419,0.999999602950059,0.999999833827437,0.585621053825774
"ZNF227",0.749310312372293,0.972789653014001,0.438928884669806,0.873159240900072,0.999999990287987,0.609820511015932,0.996800983903952,0.964963154812571,0.876123253475969,0.981675769040511,0.999999987686451,0.566866366274956,0.936600474343109,0.816587242724289,0.993288267712333
"ZNF141",0.999069296214368,0.999990819217555,0.999974072987348,0.996915406489989,0.999978364045599,0.999589159151202,0.999913274259709,0.999994702595686,0.99999990092383,0.9997687385485,0.99996831624164,0.999645990049779,0.999999990571308,0.998179148418106,0.999995168925137
"ZNF304",0.851534581157055,0.761670570816684,0.242106294439625,0.999999999999823,0.95157963607679,0.904582510782856,0.999999704759051,0.91701194994184,0.782892585228042,0.999999899828128,0.999412197968364,0.523604312163323,0.758214260751229,0.999957778038936,0.99906555678605
"ZNF132",0.900472671137143,0.828638942199463,0.999885567024117,0.126214200848447,0.585064090868678,0.760635052877434,0.446413498221979,0.977545193603925,0.997926719175677,0.905669448653367,0.278377353602579,0.996241559237503,0.999995696692814,0.605940924623349,0.996144359867015
"ZNF20",0.660464558258579,0.999999550550642,0.834273452667624,0.998867007421035,0.97268740541172,0.999746274391941,0.987822380275638,0.967035096264303,0.997172361748609,0.999997377216363,0.999994591077851,0.499195748641777,1,0.999213860825656,0.983598003154099
"ZNF670",0.312895618668059,0.838302454879916,0.986407375360111,0.998394034630518,0.853771196997508,0.993441002998879,0.759478358280941,0.984560986308221,0.999999995746888,0.989688712354803,0.74779126224072,0.704628210321135,0.998201682139394,0.999235521596661,0.994815345263356
"ZFP37",0.748944330234424,0.854932176882734,0.999999517478016,0.999999991993902,0.921815456134582,0.953300221467098,0.854959467137794,0.999966493458166,0.999998946156425,0.960842669046918,0.980415327698249,0.880090216134798,0.954743557224804,0.998847195355053,0.957754548198745
"ZNF189",0.950919946821691,0.999999998798568,0.972741707407457,0.999979849932457,0.964253760498203,0.999993988365353,0.853934786700178,0.999832075316822,0.91537556933034,0.908189986556109,0.999999966229666,0.869871366365418,0.999999999999248,0.999983243584767,0.681308180711167
"ZNF434",0.997006864699769,0.999746615202196,0.999993128303924,0.914479954477404,0.785079533980434,0.872291118712237,0.994216599894678,0.999999833698842,0.999958090531889,0.755735891587513,0.99969479117142,0.99938632506996,0.999996125493507,0.777279215725291,0.99813450306598
"ZNF287",0.928993742597357,0.999498887360816,0.995594709925179,0.729732913003096,0.338330487368445,0.66624645675199,0.998542272583484,0.995750535750263,0.999999981805831,0.591123536257646,0.999999999977698,0.845466737257871,0.9989601085339,0.612418703417006,0.996300201735355
"ZIM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP14",0.382726533042015,0.988772189944289,0.891072896350636,0.832241297719986,0.999551644962717,0.990991645043754,0.958698917418532,0.911499561760385,0.999994129243535,0.995559285321829,0.997852497041706,0.327276727818921,0.998213243098154,0.879493381639361,0.984019158433296
"ZNF473",0.925284076405626,0.835341668088805,0.393997655683033,0.941958580545465,0.61247678073043,0.99999721186745,0.999827963426912,0.986670975296473,0.766842188521494,0.897279838866845,0.999996501617901,0.878029080063546,0.659338678171925,0.878544957002583,0.999918821327805
"ZNF614",0.507492411102474,0.999874942797334,0.810326269308457,0.991997933666624,0.443598724582263,0.980279817144289,0.722200008289148,0.999602342262633,0.92750630225455,0.604406889826114,0.999943767474639,0.196516311766521,0.99778132658038,0.99469935788556,0.40275732685126
"POGK",0.581322097311905,0.775020202500288,0.999984313321165,0.999997488291036,0.874733682641841,0.93982094799027,0.291228176617095,0.997662439394839,0.992386254943901,0.680794112944589,0.496819581645447,0.993608018284889,0.999766556065296,0.936050496410475,0.854848073104102
"ZNF514",0.912457885421474,0.75574750302588,0.998682550268902,0.999999976707891,0.979700437060023,0.913775400481128,0.776817950332413,0.999773883074866,0.999991889841193,0.935064372463533,0.831491244629491,0.99986932223886,0.978363005290192,0.983891429601199,0.989107005830668
"ZNF300",0.999990974693782,0.975031410400616,0.992604229282788,0.994642317122583,0.990014102764655,0.89719109290623,0.995155603859063,0.999332023828091,0.999855324010354,0.94761129887432,0.99999834247664,0.999998979528859,0.964240844476351,0.98531043350301,0.993225239320744
"RBAK",0.702984928839061,0.75977966105234,0.99999999787894,0.299982375238807,0.942521789370698,0.958594771864782,0.0586061890033422,0.774827259525921,0.838990380850377,0.999981970964625,0.0271029727384814,0.953298710794708,0.978460642343521,0.997110726842404,0.93962887998063
"ZNF92",0.958307315617466,0.964197127906513,0.68845957726903,0.993558679156606,0.999998034956206,0.869515457177407,0.62687895101894,0.985909673515069,0.316378121637021,0.987272922762398,0.900264855779936,0.99997822552012,0.5209424249856,1,0.894241319317757
"ZNF157",0.991704315428708,0.857777733307154,0.627871332413505,0.00264337990703578,0.00134318246332232,0.100193377291626,0.968661305445974,0.999968301110653,0.517519064337544,0.000812640629313521,0.992619728271109,0.999861972815318,0.48574069979071,0.00014472771536489,0.995976993246231
"ZNF182",0.917736268807549,0.999999999268196,0.954164032469635,0.998840108325013,0.998941169060863,0.999147825409674,0.979583924950958,0.999839302525736,0.988873296450394,0.999980185866095,0.955719706762524,0.995133386368364,0.986719061150927,0.999999584997838,0.99997776320749
"ZNF673",0.999999830090853,0.999999997503978,0.999999496457563,0.988836541668656,0.994265596722475,0.992031290507013,0.989429011191424,0.995860821926613,0.993915205799651,0.999994798547732,0.980981907781642,0.995820541167702,0.994021468360103,0.999742246882659,0.999973600839158
"ZNF41",0.857372376609612,0.948951022154382,0.478879647789041,0.895078486370534,0.999991865664771,0.580813352803361,0.955587811649741,0.999790429942965,0.639973184264163,0.99914044730915,0.903580719517472,0.993010413235417,0.471248572634013,0.992292728604305,0.999958840955157
"ZNF7",0.999627800056409,0.999528551312131,0.999999987220851,0.999996227813796,0.999997197894979,0.999992047755725,0.942548378939616,0.993634463817991,0.996933690822347,0.99294552561039,0.987512085490643,0.999987070502221,0.999999315593444,0.999865955688027,0.991053364204036
"ZNF214",0.398810465040772,0.192151375184334,0.993845351648485,0.87067212367944,0.998967682864181,0.96357799480009,0.15214443550616,0.99624917647328,0.999999046492434,0.970083813353622,0.20606572813159,0.997384277165336,0.878683397468525,0.999996093665413,0.868890396588996
"ZNF215",0.996676264510531,0.999980897337784,0.999856185001764,0.999942456268611,0.993470088281542,0.999556633842216,0.992997921114923,0.930696276563779,0.988235240043193,0.999920128661557,0.774854300769171,0.5430641029343,0.854959690433527,0.99346036407152,0.998637188741628
"ZNF547",0.997719526682894,1,0.99898160184905,0.972491514871646,0.998783507424879,0.983152965056824,0.996499321560634,0.956897280027055,0.998431524312485,0.886565400541872,0.999973741822015,0.981479655584571,0.999994600710423,0.925468235049521,0.997482288514897
"ZNF773",0.78825454965563,0.867907759158412,0.999999962838846,0.495483093689643,0.981048328809308,0.980564993710415,0.908491589763,0.999871178035793,0.999972599493084,0.944432617178999,0.997677184311675,0.821044787121245,0.911572260319865,0.519404052061108,0.946138233546796
"ZNF776",0.343891740779183,0.988537178367519,0.868526893356571,0.9999992594206,0.712889266438253,0.998474842171745,0.875923979034564,0.960380769950755,0.999208062113066,0.975421765562417,0.983924700370412,0.390047173120135,0.999854727260712,0.999610491992332,0.964626610361886
"ZNF256",0.988681828005588,0.963798801209365,0.793323948624165,0.999880579342232,0.981892330307574,0.998360558162083,0.999351160813124,0.94911747172039,0.997157224430169,0.999999997997189,0.993032987055317,0.813814733805862,0.993397024674271,0.999999832932386,0.999999971861645
"ZNF599",0.992273884979498,0.952540589318158,0.999546877817976,0.999010766479921,0.969778177403763,0.914067296363061,0.994531275913288,0.911809130501116,0.807510267871012,0.999999967595336,0.999646267544649,0.927414551429373,0.810105642547451,0.999884993869311,0.998437569616415
"ZNF18",0.998760133801986,0.999993508727363,0.999946424552056,0.999999997675159,0.999811896319977,0.999999524582331,0.994755971188916,0.99999522150015,0.999508885931976,0.999064286867376,0.989847255278968,0.999999998657525,0.999731986096383,0.999403913256781,0.999989912203159
"ZKSCAN2",0.967284916694163,0.999899164198755,0.997419485333958,0.613693688015133,0.309829905758984,0.604576681447187,0.997112340215244,0.999656592197161,0.999974126715948,0.449583430574549,0.994182796703393,0.705658976953324,0.98437638518332,0.688947405532265,0.90655651279274
"ZNF689",0.985103824930541,0.995788989426517,0.906122173436658,0.998379020411969,0.999998034327829,0.972932850806633,0.994911579858951,0.999995196547804,0.941867459326772,1,0.975974733246811,0.999945341892271,0.863127023639376,0.999999999196776,0.999999992360321
"ZNF19",0.999691518510021,0.92307496754092,0.856531288363358,0.62328232291352,0.539973757126137,0.987122669016693,0.992608056945925,0.968465847009287,0.998168096855563,0.897939443426186,0.999999717191959,0.999635454158493,0.82878966234163,0.464898626340407,0.972208309085818
"ZNF230",0.735766135995529,0.945297990761779,0.353319445407755,0.989383994885699,0.592989963980074,0.999990718121173,0.999691715539748,0.917325053087131,0.887329884934564,0.966365644480897,0.999973896465602,0.623240564228575,0.836943736248569,0.96566769433211,0.999933009038898
"ZNF222",0.318340043078128,0.999991307421606,0.592040028609581,0.998825873397617,0.409281661972819,0.99740173195685,0.676795257279695,0.994525999049007,0.870928267545227,0.684925078169995,0.897795956915342,0.547911461662634,0.990818062096815,0.891507088119632,0.928944240833345
"ZNF221",0.979222931754028,0.0228475144714931,0.00800626212151812,0.999931278384747,0.999454766406331,0.0893934081794976,0.960259416236113,0.99999802657454,0.00595345251389834,0.998319146145797,0.957832595231076,0.608392693357021,0.0234614249488236,0.974304462281857,0.515806133591968
