"gene","p-adj-gender-FEMALE","p-adj-MALE-FEMALE","p-adj-MALE-gender","mean-FEMALE","mean-gender","mean-MALE","SEM-FEMALE","SEM-gender","SEM-MALE","Q1-FEMALE","Q1-gender","Q1-MALE","Q3-FEMALE","Q3-gender","Q3-MALE","count-FEMALE","count-gender","count-MALE"
"ZNF354A",0.619564371303021,0.858085666907038,0.98376434176301,268.236988888889,253.79058125,256.769408163265,12.2773192964309,5.86892563375083,15.34646131209,198.88235,181.920325,181.9213,321.98555,294.2875,295.4866,63,400,49
"ZNF764",0.894856691318715,0.238047329307092,0.0396906180094793,213.2592,208.62476175,236.756293877551,8.4604849307859,3.75063438637799,13.4637402319172,168.31925,159.76095,188.5965,242.0908,242.692075,260.2267,63,400,49
"ZNF747",0.819331445346663,0.780278360385951,0.350280629228794,252.329984126984,243.7155185,265.839514285714,12.2649893529732,4.65571705049582,26.3621302772097,199.56335,186.5421,201.6544,283.5707,280.698925,274.9653,63,400,49
"ZNF778",0.672380016682473,0.999007787041029,0.694418653927571,98.6644174603175,92.42291975,99.1025387755102,6.30481473258248,2.75357097449044,7.44062624034556,66.2737,57.975475,64.6042,117.6176,111.797525,120.7869,63,400,49
"ZNF212",0.210162628495179,0.990293113420496,0.213666551585641,438.403023809524,404.63633825,442.138753061224,20.3199752762081,7.15511663624513,23.3469196573743,338.5193,307.1619,344.9456,498.7167,468.630275,538.4615,63,400,49
"ZNF282",0.811922713093897,0.762240034725966,0.323840100951783,793.624947619048,771.05341875,829.838716326531,31.416956352061,13.7525285908176,37.2462171914567,650.7242,590.669775,625.5708,893.9779,898.8592,1011.8943,63,400,49
"ZNF160",0.0533894886162246,0.459049187066401,0.829465793568514,587.503617460318,519.79738775,538.749618367347,27.2772995281362,10.9631486951591,24.5616806127525,408.9817,360.5172,421.2766,708.1239,632.614,631.1772,63,400,49
"ZNF415",0.644308500522729,0.126134329808592,0.224788209904109,130.507228571429,121.27939125,102.235563265306,9.36607090626753,3.83559063165905,10.5266382610937,68.58455,59.92045,41.301,169.13665,167.510825,149.1228,63,400,49
"ZNF439",0.0519788272593132,0.25677399229978,0.993676158990372,108.294187301587,88.6901835,89.6957979591837,7.60956497430163,3.17779767013469,6.98579556360138,60.1972,37.583675,52.6003,141.7724,126.2739,114.375,63,400,49
"ZNF440",0.0340318029677795,0.516326834765017,0.667124332208193,321.435885714286,263.14228375,285.482212244898,26.6367474172216,8.15090301887367,26.8345216072339,204.4452,155.5328,177.089,368.84485,318.707125,337.2208,63,400,49
"ZNF562",0.881653216722796,0.455332060477536,0.129965784491285,444.95263968254,455.45805325,407.987683673469,18.6609815451979,8.39897026325043,17.9097144963868,351.9049,344.919925,324.5091,517.69915,546.4295,465.9503,63,400,49
"ZNF561",0.665885350055179,0.758267543437985,0.220815534254648,571.80420952381,597.14728675,542.436987755102,23.2996605418844,11.4021739251407,22.5677352054222,460.47985,448.5785,438.3358,637.90175,703.533925,611.2944,63,400,49
"ZNF584",0.809134623886981,0.993798310286201,0.769974564515167,172.102219047619,166.52268275,173.445191836735,7.56507505562262,3.42048648409431,8.02693493454912,133.7632,117.699,129.115,201.51925,204.84835,214.5695,63,400,49
"ZNF274",0.0284907386536892,0.847427056605635,0.243280529594721,578.351314285714,511.61316875,558.310816326531,25.8496370046789,9.47355278090852,27.7602566543551,428.1412,368.36615,402.6846,731.2633,638.818225,687.656,63,400,49
"ZIK1",0.394104063010596,0.234941519715895,0.652377870642922,95.386946031746,81.62488725,71.2319979591837,9.32069868389759,3.98141821263346,9.69048758624688,44.72885,24.3647,24.1498,131.8689,109.0705,86.5465,63,400,49
"ZNF540",0.184075423110067,0.61261493916282,0.0162431007117754,69.195573015873,55.798685,79.2912,5.1770762055924,2.81698629261317,9.95456629773595,41.8255,21.12095,34.2564,79.59615,68.831725,94.4637,63,400,49
"ZNF570",0.834460009169145,0.9647661646213,0.681819352526509,51.3974015873016,53.5978515,50.0213387755102,3.79903718405459,1.37926238218864,4.52886600870586,37.93025,34.649975,28.6447,60.6057,66.3071,61.008,63,400,49
"ZNF57",0.869250778023427,0.798765601201979,0.933904233729769,95.6286777777778,101.9086305,106.806240816327,4.00591297888005,5.01571080098709,9.61711156139774,71.9887,62.71425,71.7572,115.74315,113.463175,113.1082,63,400,49
"ZNF556",0.591283687638258,0.750310432958505,0.17569810032346,3.19752857142857,1.90858975,4.53584693877551,1.29180043433283,0.431117784719912,2.25535226631283,0,0,0,0.6742,0.5609,1.119,63,400,49
"ZNF554",0.0708438387451436,0.891173737113211,0.0295185765266541,111.168217460317,97.707639,115.08646122449,5.12874810504176,2.28265100095933,6.37669626632056,79.9718,67.736975,81.5589,129.33665,120.972675,130.315,63,400,49
"ZNF738",0.662555644076625,0.958887252118739,0.904224793489899,181.898755555556,211.520881,195.177857142857,12.7704563528074,13.9380639558759,18.8722158962146,124.81365,105.320725,117.8887,218.4204,231.2253,226.1656,63,400,49
"ZNF596",0.583063676958551,0.944102474074744,0.399302369315008,52.3557238095238,47.93390275,54.3819142857143,3.22179967433576,1.6787452363858,5.11544806983583,36.5513,24.78925,37.3066,66.27215,60.6326,58.0385,63,400,49
"ZNF621",0.00199837172264239,0.908820962735875,0.0311355959323089,619.365452380952,528.6104905,603.80283877551,24.943733812266,9.95117764312437,23.9423688296435,499.3705,392.581675,484.136,733.8649,619.7526,709.9338,63,400,49
"ZNF680",0.739495483870363,0.939234317194801,0.522191948149739,315.811484126984,334.562913,303.810020408163,17.2784823221062,9.68670733553087,26.2681318596458,211.9975,207.821325,199.6096,395.547,403.592925,328.2905,63,400,49
"ZNF483",0.999342370530376,0.833869655311147,0.768350980718453,18.4908349206349,18.56867425,20.3095591836735,1.62228112990166,0.849486476063151,2.5442216959138,10.4078,7.9762,10.8183,23.048,22.235125,23.3543,63,400,49
"ZNF417",0.603328917895042,0.427701980228509,0.759345902507379,170.465719047619,161.58563375,154.271473469388,8.12723776820207,3.48138614880813,8.85269459109507,119.8172,113.35365,112.6107,210.0275,200.607925,191.975,63,400,49
"ZNF791",0.925865731406595,0.103883600290779,0.0107944764503604,195.215288888889,198.83533775,167.462479591837,8.49283867303876,3.65657613321566,8.7909464821291,155.24005,148.514825,130.4996,227.78585,244.7166,211.7018,63,400,49
"ZNF519",0.99942269559921,0.782308044975505,0.696126590804527,38.7493904761905,38.63499275,35.432412244898,2.78227094058595,1.36485854974002,2.8116877538152,22.75115,21.594625,21.1988,48.36995,47.08335,42.3601,63,400,49
"ZNF25",0.00460607915496414,0.650837552152796,0.196336098782626,251.647507936508,215.83738625,237.616771428571,11.172803446091,4.06047653764611,13.3230536260273,197.48585,151.1784,188.3764,314.8017,275.9577,257.2696,63,400,49
"ZNF77",0.880517224453681,0.961552424015086,0.995061249849091,78.0220793650794,80.888764,80.2575816326531,3.80328631821297,2.35240317186599,4.42256484742537,56.35275,53.485825,57.3105,94.1687,95.033375,93.9566,63,400,49
"ZNF169",8.57186733894677e-05,0.415135897627321,0.0745318019860205,93.3168777777778,73.447899,84.9407816326531,5.2346837360312,1.69957033771616,4.4274839867955,62.27845,47.753525,60.7083,110.85465,92.727225,101.4852,63,400,49
"ZNF613",0.690047590585225,0.992357124637737,0.827173802826117,125.411022222222,136.3356825,127.616379591837,9.56613008942571,5.18127981349974,10.5345063290128,87.816,85.3276,82.1116,118.6154,151.4862,140.3509,63,400,49
"ZNF404",0.152527410348813,0.974789983775181,0.345872903596703,59.1619174603175,46.6981525,57.1316979591837,7.50956705405562,2.26241109190332,9.47696013806952,23.87165,19.711025,23.7481,65.7626,56.51845,68.0138,63,400,49
"ZNF135",0.13029652312572,0.521000048172427,0.930836603739704,104.342428571429,82.321205,86.9069530612245,11.1708375953581,4.27280077201304,9.02507804719258,37.00975,24.220925,32.1586,148.5393,116.2043,114.8116,63,400,49
"ZNF620",0.888167917936377,0.952619363149245,0.999026329707503,57.4107285714286,59.396488,59.1955959183673,3.44641030305991,1.64512209108376,3.52120199040797,39.5306,39.887225,40.7188,68.22115,71.413175,76.7105,63,400,49
"ZNF619",0.9765332028235,0.539994774693368,0.282958644148887,53.4665396825397,54.0888,49.0046,2.6342528117045,1.13316086381511,2.6868180401564,41.122,38.1039,38.0988,63.7832,66.867475,55.6291,63,400,49
"ZNF354C",0.800090527051165,0.528047923373087,0.711250905877382,38.5008634920635,36.10659375,32.801006122449,3.28950156581226,1.40518608060865,3.83938927343102,20.6074,14.591875,16.8488,48.06265,48.073625,37.4864,63,400,49
"ZNF114",0.280424988129235,0.943728051112296,0.604434742009414,43.3998698412698,74.204323,52.6067551020408,9.64174471218883,7.93966580599759,19.4814203239558,5.8794,4.4365,5.8792,33.2962,73.178,52.982,63,400,49
"ZNF454",0.123310034073371,0.858515756000808,0.518830570203416,25.2810492063492,18.6240775,22.7693591836735,3.60064094128443,1.21404758489322,3.78558236552261,4.83995,3.641275,6.8154,35.9653,25.0873,28.5317,63,400,49
"ZNF543",0.876162713805992,0.869767416296135,0.531870346768773,98.5626984126984,101.21262575,94.7370489795918,4.11425690606784,2.08244531917486,4.72127555805394,75.8519,70.42695,70.063,117.4957,123.526425,119.9908,63,400,49
"ZNF354B",0.0333299892156869,0.998784717234136,0.0744712878663628,114.207515873016,96.5226085,113.742030612245,6.21872018250549,2.56200888818588,8.73737931545764,79.79685,59.60255,77.9429,138.83025,123.197075,147.5147,63,400,49
"ZNF223",0.600869843711181,0.966649510207787,0.846575804518232,93.2655682539683,98.7538705,95.2530183673469,4.03318825176716,2.19922917000191,5.26057484875717,77.5699,70.554975,76.7717,112.95155,120.347525,113.1808,63,400,49
"ZNF713",0.646985784653707,0.500888759602902,0.811874272986807,75.6255523809524,59.82362725,47.6244632653061,25.6451421637789,6.19515966456881,4.25297801472855,33.0814,25.974125,29.0062,65.8854,60.884025,53.7322,63,400,49
"ZNF552",0.9995882939824,0.995759627292437,0.990008564393526,274.424376190476,275.0450205,271.622667346939,19.1769694327297,8.54962839345431,22.4450450421671,168.46905,161.062125,170.0882,321.41115,341.588075,305.0624,63,400,49
"ZNF154",0.00823050380891677,0.0974272320697575,0.997009261250438,81.2370952380952,59.554465,60.1514428571429,8.26179588862102,2.64652222146918,5.57375838688529,32.1297,22.5337,30.9064,101.3316,80.07435,82.311,63,400,49
"ZNF571",0.518626894368267,0.998123451392728,0.636943406177339,85.8805111111111,80.4123955,85.4702959183673,4.56989031999623,1.86297616306579,4.94231741026162,62.12695,57.79005,63.2233,95.49305,95.338575,97.8162,63,400,49
"ZNF443",0.999999792130808,0.993982974245981,0.990408147734234,78.6740206349206,78.6769575,77.9707979591837,3.43983998606468,1.84269196385264,4.40411108742386,62.8442,54.2511,59.3266,94.0914,94.8229,90.3459,63,400,49
"ZNF792",0.588753255603355,0.591354193559768,0.934312434511031,130.975365079365,138.46410775,141.45483877551,6.28542636539386,2.88938287450209,7.2980888177791,96.5307,99.300575,106.1585,156.1264,168.198375,166.9975,63,400,49
"ZFP82",0.323341646309529,0.999974429859689,0.408737630161883,78.7112126984127,90.30807275,78.7885163265306,5.74192659693284,3.15025119629986,6.35409849135793,49.27765,53.1547,48.027,94.8341,111.9085,100.746,63,400,49
"ZNF707",0.211219838631735,0.132656346598781,0.000280773470349605,282.516485714286,253.34583925,329.299230612245,14.5621191152925,6.42350955907989,19.2503291945755,208.1757,167.63575,217.1129,343.3794,303.718,389.5145,63,400,49
"ZNF746",0.80835663707513,0.575004963641149,0.75995814743771,526.749198412698,543.045086,563.717367346939,15.2115216663931,10.3257806595802,21.8274937440966,445.1185,425.766625,465.7837,622.1832,606.63885,657.1906,63,400,49
"ZNF678",0.969647753568628,0.263231737170484,0.18643153020988,61.0513825396825,60.0854785,52.0861142857143,4.32416203060494,1.50775177078643,3.34949475116445,37.64265,39.03505,32.7144,76.97455,75.4677,72.2743,63,400,49
"HKR1",0.10091752372623,0.997925449331459,0.135276999629972,671.067057142857,583.7902885,674.733853061225,35.0198587180013,15.7756605342364,48.6513765850992,454.0813,381.477625,412.0203,786.96125,704.175525,860.8169,63,400,49
"ZNF101",0.647891322331409,0.466641853405895,0.0597487608140937,112.484728571429,119.4486565,99.5044448979592,5.38677192318021,3.08135737711099,5.59504526428565,85.4453,82.4453,71.4657,143.1266,140.675325,118.6137,63,400,49
"ZNF716",0.998614610638684,0.803998113623804,0.680160640427622,4.70111904761905,4.847744,2.11480816326531,2.32869019529045,1.15599693282038,1.00976368536367,0,0,0,0,0,0.455,63,400,49
"ZNF708",0.833176514378241,0.961532717422762,0.671259437178579,150.349715873016,158.10853125,145.297134693878,6.44716036294276,5.42250674846617,8.6857640703189,117.24315,98.32395,106.4718,185.47785,185.6594,163.9213,63,400,49
"ZNF721",0.440778507178538,0.997531095127296,0.570889719852609,453.082576190476,426.4961505,451.035130612245,19.3655179944002,8.32972843712759,15.6778997110746,371.88965,335.419125,376.2381,470.92095,496.4659,515.4027,63,400,49
"ZNF662",0.18732319629941,0.649802466316601,0.892562463551914,128.823715873016,104.569593,111.593357142857,13.9530301892377,5.15509667470326,11.5133682917347,48.61945,32.779325,45.6051,175.13335,147.85705,181.7974,63,400,49
"ZNF320",0.56307705564543,0.868772494622929,0.957818661545248,528.835693650794,498.59493375,507.830653061224,20.421638360675,11.4041165205128,28.0764761436057,408.4075,347.61325,366.9903,585.6764,608.1759,592.9561,63,400,49
"ZNF530",0.196597313458237,0.923212324012045,0.107358625547506,65.1387920634921,73.872895,62.4305836734694,3.60025827521733,1.96602123181862,4.23555628860183,47.162,46.56515,40.7187,77.57125,89.641025,79.767,63,400,49
"ZFP1",0.0357351079538213,0.971967584945856,0.129642153620181,179.238376190476,204.715138,182.515518367347,7.6091839052934,3.90745670937226,10.4761868962292,139.6465,153.2001,132.3931,205.02915,243.883625,215.4541,63,400,49
"KRBA2",0.995946040526112,0.922380712156651,0.842015288423215,57.861080952381,57.5013255,60.1162142857143,3.18861033000342,1.5650102450654,4.87980406255851,40.5677,35.285775,39.1879,77.1748,70.7391,69.2901,63,400,49
"ZNF93",0.0840467390535078,0.966679433347614,0.0682506743189187,63.4043476190476,80.57823225,60.6005,4.39085507167919,3.19417878110332,6.1969087435217,41.05165,42.63915,33.7485,76.9474,100.558175,72.1221,63,400,49
"ZFP90",0.134124882811958,0.598721065265127,0.869616139591415,529.519466666667,484.8543155,497.936963265306,24.6712744927512,8.41112287670859,23.7541694365391,376.893,373.00425,380.6457,655.24785,581.748025,590.0123,63,400,49
"ZNF479",0.141629959856223,0.205777292843023,0.896577636525509,1.55078888888889,0.425769,0.130424489795918,1.01977330215021,0.188913244211646,0.100808553634126,0,0,0,0,0,0,63,400,49
"ZNF445",0.20891406218732,0.957841776018709,0.149154920147565,556.506023809524,507.836589,567.800157142857,24.197999433296,10.2534206671357,40.374872386876,411.2367,376.0893,424.9054,647.5534,616.05025,649.9198,63,400,49
"ZNF74",0.993376872849854,0.773398066332237,0.726804836408477,303.121965079365,305.51163175,324.018969387755,23.4048246076326,7.92040217186736,20.3418926667369,226.8769,204.5374,217.8363,321.8897,366.8699,403.9634,63,400,49
"ZNF829",0.998414963940204,0.915308094482194,0.845312562565448,13.6886095238095,13.7809435,12.7192428571429,1.55627710580402,0.638751361156744,1.78703388635411,7.16935,6.0285,5.6172,15.16685,16.905275,14.1166,63,400,49
"ZNF267",0.7679586710388,0.304950873944822,0.0364518532503587,410.741746031746,425.694355,366.060053061224,13.8512467044448,8.34310548077217,21.1880649893706,324.18905,305.15965,248.1969,480.03195,518.439125,447.3139,63,400,49
"ZNF566",0.921386839682348,0.692308399867465,0.355299739643137,168.109920634921,163.94257175,180.530832653061,8.0737985867215,4.10993752943525,11.0602949223575,128.0099,112.243,128.3804,183.95055,195.34765,216.1056,63,400,49
"ZNF224",0.00489258921629554,0.507281652682184,0.329749364930627,267.250331746032,222.89160475,245.259889795918,13.0646400789861,5.31764742181421,11.478653561984,201.4139,152.506125,193.9655,310.4619,277.839475,285.3996,63,400,49
"ZNF529",0.895917692516102,0.873769442963758,0.562775868123537,295.902247619048,285.869726,311.524665306122,14.1954067592333,8.7990231139602,18.8410817704517,223.45625,184.847725,212.9436,343.71905,326.46725,364.3058,63,400,49
"ZNF284",0.863498337688535,0.735225087324685,0.881462683762825,48.5238746031746,46.69197975,44.7954775510204,3.09494236488267,1.34362257937933,3.15455789697644,34.0322,28.4181,30.6859,58.8831,59.273075,52.1461,63,400,49
"ZNF749",0.343095194783661,0.996839905392245,0.370042788612182,55.9714968253968,61.34786725,55.5617979591837,3.1576885925283,1.46267351070503,3.55887406927599,39.5573,41.32705,38.4426,63.4737,74.90675,68.7933,63,400,49
"ZNF17",0.554007467893254,0.998620971492451,0.662311025669827,100.249423809524,105.37219475,100.596812244898,4.11133529987043,1.9012479884307,3.77177280751174,78.81485,81.326425,79.7764,118.99405,123.16675,118.1056,63,400,49
"ZNF555",0.783938521613832,0.85190462225408,0.410335020015607,65.4053920634921,67.89517125,62.5670469387755,2.92945590531927,1.46072888955826,2.46993507175277,49.68705,48.558825,47.5146,75.90675,81.94355,75.3425,63,400,49
"ZNF75D",0.0349715394671759,0.182116301668946,0.99997555459141,468.5191,398.64172225,398.850444897959,27.4288457407631,10.6178177509063,19.5551791826671,311.9099,269.24695,320.7794,610.4898,461.811025,465.7023,63,400,49
"ZNF197",0.167093604613179,0.632004761857561,0.884536020190076,325.137168253968,301.5048755,308.382493877551,9.31782421324853,5.01073219779185,12.5956926256961,271.65915,238.57375,245.8396,352.4477,353.714675,364.6568,63,400,49
"ZNF732",0.973111871684227,0.132363616385951,0.0679944878311045,6.13508253968254,6.53819675,11.042,1.1352485740071,0.579880177861753,3.70847740756661,1.86465,1.2636,1.7101,5.7787,6.214125,11.8036,63,400,49
"ZNF546",0.0782161005848643,0.955215389204321,0.0564097687033561,64.5273476190476,56.0282925,66.1176040816326,3.26610486946223,1.47426849274338,4.03264912994606,48.03025,34.135725,44.5879,80.7874,73.28085,80.4509,63,400,49
"ZNF286A",0.14698937467062,0.668815944719467,0.818529847931625,184.050796825397,219.825677,206.9787,10.7665506246658,7.55752333621694,14.8178115163101,129.7758,137.9906,137.7556,190.59305,257.40195,259.9401,63,400,49
"ZKSCAN4",0.999751627440696,0.986288478737132,0.974103607031863,130.542847619048,130.673797,129.170916326531,5.45811472996375,2.31728139922385,5.86832771977487,101.22585,101.369775,88.7503,161.16775,156.6963,154.2398,63,400,49
"ZNF643",0.559947677785288,0.974530747658624,0.458308012923437,43.4872920634921,48.5967185,41.9752959183673,3.09512397641796,1.9709503586842,3.44330211550223,25.34985,27.9464,25.722,55.6844,59.2061,52.433,63,400,49
"ZNF642",0.993098016101665,0.998363740080985,0.999442983636241,104.473503174603,105.225773,104.987526530612,5.44535815243776,2.60402488459354,4.60613928040792,76.8699,74.223025,89.5668,117.8948,124.3899,121.5162,63,400,49
"ZNF490",0.735449209059825,0.780326668100927,0.983154130333932,190.882087301587,184.8565845,183.275848979592,6.62597009621512,3.04295443134018,8.04415506623402,153.17455,146.918325,148.6232,224.5992,215.9284,209.7501,63,400,49
"ZNF626",0.347071399567489,0.43335172557879,0.948702365216621,283.755117460317,237.5793675,226.11052244898,31.7666446597102,12.3059434233491,32.4585437353058,92.17345,69.342675,65.6028,354.80715,322.755625,336.1662,63,400,49
"ZNF793",0.45683226531119,0.99528037517895,0.461733668179847,121.269093650794,106.35910525,122.893591836735,11.9338478178383,4.59725150096903,12.7975895129963,71.97995,47.998175,67.5497,146.3128,136.664025,164.5372,63,400,49
"ZNF383",0.981481487696821,0.999915387309894,0.987783820597796,81.8637253968254,80.893517,81.772,4.54513106147732,2.00302114346762,4.52036925458785,64.4314,55.408675,62.274,90.3876,92.762575,97.0478,63,400,49
"ZNF669",0.59941674572362,0.874532176542191,0.298984344553481,106.930673015873,112.749745,102.750044897959,5.44339225023318,2.25662375282325,5.79881605843674,73.182,78.541125,72.1753,136.3439,137.4206,117.3142,63,400,49
"ZNF559",0.0107727823979531,0.0407378041786246,0.889907897524307,251.696519047619,218.8611155,213.048606122449,11.6473033999447,4.18371804964631,9.72664938550567,194.1733,164.219875,176.7139,304.406,266.1395,245.8422,63,400,49
"ZNF177",0.0208936250663603,0.0342747415786082,0.737019231315877,59.216453968254,47.37197825,43.6935102040816,4.89284271766261,1.61327900970007,3.76612648320102,33.97355,23.74585,22.0563,77.92775,62.51495,57.7742,63,400,49
"ZNF548",0.512340614744859,0.885713214900056,0.916578607608536,251.683649206349,238.0340305,243.525504081633,11.1698516107603,4.69716796912452,9.89166308180076,197.6659,174.99315,182.1494,290.63105,286.94635,286.5297,63,400,49
"ZNF563",0.339181618392413,0.257054305292732,0.748729476994196,52.1725412698413,47.72320525,45.1587591836735,2.80830450059692,1.20375591136872,2.59663339046718,37.8998,31.9352,32.8113,67.4978,60.034025,61.2009,63,400,49
"ZNF567",0.570118388679306,0.792103306758264,0.995855276586068,137.513326984127,147.82920775,146.840479591837,7.58792261933636,3.88101576765502,10.4007666451597,103.46655,101.65465,96.1065,166.6237,172.58015,168.2384,63,400,49
"ZNF573",0.943581956945763,0.995126345654229,0.983779951216023,26.0528380952381,26.813649,26.3628897959184,1.62875940343177,0.901538799780699,2.26910899389321,17.5997,14.765325,16.9291,29.92245,32.987975,30.4034,63,400,49
"ZNF527",0.958523911791521,0.977817643429938,0.999982742529602,105.290561904762,107.131472,107.172957142857,5.68404486361242,2.47756103379295,7.01575660939021,76.4892,74.947725,74.5712,118.05995,124.21395,122.9185,63,400,49
"ZNF33A",0.00420889244556188,0.975702191068576,0.00526832011837985,1070.92602380952,904.339611,1086.3953,53.2341320639469,18.9713314837092,53.4735121581716,756.96425,621.1662,766.4794,1251.74915,1140.673475,1245.8578,63,400,49
"ZKSCAN3",0.483533820677638,0.999862273069368,0.570622896300345,83.2959555555556,76.755858,83.169687755102,6.36419628563602,1.97749156834886,6.93182483303258,49.1891,49.430475,50.2301,100.83815,96.1275,98.7517,63,400,49
"ZNF676",0.23446988762194,0.999988803663332,0.314690406727195,20.2220380952381,11.766417,20.1891612244898,6.36870730645245,1.69806607824187,7.37946940415622,1.12025,0.45595,0.5944,5.10545,4.10275,7.286,63,400,49
"ZNF699",0.196063590399099,0.633747621466074,0.0199853250877358,20.785846031746,24.56702275,17.9838591836735,1.52632560132789,0.858493581168221,1.6057895499485,12.73845,14.11205,8.6987,25.92605,31.410175,22.8039,63,400,49
"ZNF250",0.474205934995972,0.73901129153197,0.118949410095938,236.975033333333,221.10294275,251.157463265306,10.2305901104538,5.08289011323126,16.0098046112714,180.0532,150.41255,173.4307,286.83225,269.308025,295.7028,63,400,49
"ZNF79",0.878191566920687,0.994013440009929,0.838149168325154,97.0352301587302,99.11135,96.4081857142857,3.49645868034313,1.6218938505668,4.0656579996449,83.99525,76.46145,75.9136,109.01215,117.842425,107.9013,63,400,49
"ZNF681",0.135391354657759,0.840314892682659,0.572192729780103,117.70826984127,149.23293025,130.708163265306,9.25990424038577,6.50841075716116,13.2068881306872,68.1717,81.90515,77.8073,139.89195,170.7738,153.457,63,400,49
"ZNF766",0.872329757956239,0.648875816590807,0.780965618380895,409.019466666667,400.1158905,386.736142857143,13.7697097870533,6.89764869591275,14.9222199423684,338.77905,305.21375,312.911,463.032,470.9857,449.6644,63,400,49
"ZNF471",5.99180864140347e-05,0.222514777858075,0.181764568754206,99.9170746031746,66.48048575,81.8127040816327,7.67834740188337,2.74915302233143,10.0196822610261,48.9159,22.994525,31.1778,146.1688,92.85785,106.985,63,400,49
"ZNF836",0.589193301206768,0.974367276344443,0.817210934251199,98.5572952380952,92.971775,96.8208306122449,4.14975565285593,2.19327354380923,5.1764025088619,71.24425,63.549225,70.5209,115.58215,113.685825,118.2195,63,400,49
"ZNF493",0.480734692506832,0.821112482301378,0.957254820134302,222.468393650794,192.72611375,200.820832653061,15.6876097515296,10.0072089479894,24.6145110558955,140.50675,92.8466,111.3844,295.3956,229.1583,238.0975,63,400,49
"ZNF167",0.0357140177687514,0.576740612523521,0.600765612348662,72.0647984126984,59.98288075,65.2175469387755,5.05339833796809,1.77950961357766,4.68760484568832,46.58895,33.337875,46.9035,87.45475,78.362475,87.6439,63,400,49
"ZNF565",0.996929431807569,0.373688716962785,0.238329870173658,66.0586841269841,66.370778,73.9270836734694,3.39758825480848,1.59431723726585,3.74493309403459,47.6363,47.6303,53.9033,75.86925,78.685775,89.6994,63,400,49
"ZNF34",0.788308173161555,0.10771345041675,0.124003286611889,117.05090952381,122.38859925,140.137163265306,5.29628688063199,3.03124065359403,10.3283313822862,88.34075,79.904475,91.7468,151.4358,145.87785,155.7055,63,400,49
"ZNF140",0.666633999200781,0.693224779529639,0.963956822691396,490.784823809524,471.23958525,464.680173469388,28.4446037213518,8.13030624234052,16.5586258026943,352.805,360.502275,385.4996,557.641,547.812425,524.2643,63,400,49
"ZNF658",0.150631176701566,0.974036717100071,0.345081778314891,35.1926952380952,30.804671,34.4696163265306,2.30713524705309,0.84502419685597,2.8385268673653,22.65895,18.6502,21.6366,44.1649,39.473125,44.4954,63,400,49
"ZNF765",0.0842163239918006,0.958200578318146,0.0623867857074727,197.415246031746,220.429381,193.195851020408,7.53821550940443,4.22541217852511,8.05993614348571,161.2937,162.947425,165.0811,224.8864,260.91675,220.7602,63,400,49
"ZNF124",0.271110830456651,0.239418428306182,0.791518764109768,90.6874793650794,101.631687,106.788059183673,5.23582631694162,2.71058730255803,6.88518236186575,59.40495,63.37665,69.707,115.2855,124.0674,134.6729,63,400,49
