"gene","p-adj-NO-[Unknown]","p-adj-YES-[Unknown]","p-adj-YES-NO","mean-[Unknown]","mean-NO","mean-YES","SEM-[Unknown]","SEM-NO","SEM-YES","Q1-[Unknown]","Q1-NO","Q1-YES","Q3-[Unknown]","Q3-NO","Q3-YES"
"ZNF354A",0.500324351472892,0.939051813588202,0.455899335059434,266.773225,319.977681818182,246.61068,32.3014107955152,34.4503729448604,47.6106196896596,207.304075,258.72255,185.74,308.96875,386.6041,280.38
"ZNF764",0.931947160616392,0.434167055059619,0.608632661225185,258.873091666667,242.768663636364,187.0143,23.8666752056542,42.7875626625165,26.0869197447111,187.589175,170.0507,166.1435,308.21095,259.4515,196.9661
"ZNF747",0.932256622801109,0.332853687632784,0.492181434586375,255.293483333333,243.133481818182,192.47522,21.2524479821838,27.4264762318949,34.5446838377108,223.74325,206.58795,152.2762,304.499525,269.98545,217.1773
"ZNF778",0.836494769825344,0.12081167221109,0.27157331053103,84.8631333333333,95.9740272727273,135.74278,10.1703463671786,13.3854863452451,32.331278768298,55.033275,54.38755,103.5047,101.113125,128.76275,135.1747
"ZNF212",0.127455045469413,0.758582214968863,0.668216046771278,284.356108333333,212.041272727273,251.88992,31.7702171315666,14.4079853842178,36.9190094212101,223.8063,183.1978,230.6442,333.1625,223.5013,254.028
"ZNF282",0.173182885441461,0.995182945540913,0.38577647250493,1006.58704166667,823.3875,994.79232,88.878615500458,30.2908787260996,113.483202844643,804.7735,767.2329,758.6085,1110.22305,895.1892,1164.1009
"ZNF160",0.993615979696476,0.117219868897955,0.14396093972151,511.069208333333,524.375509090909,836.52462,61.1556449303822,61.7906893661606,252.250088130025,414.7924,407.62235,559.0874,582.64405,668.38755,647.8343
"ZNF415",0.99452910102381,0.639992391211008,0.599725742660755,105.736733333333,109.560981818182,61.32146,27.4638161796471,30.2931358204456,22.7204618088762,37.271275,29.3052,26.7838,171.7265,186.82645,60.5526
"ZNF439",0.939172536589155,0.919278972798126,0.795310269744496,82.6718416666667,90.4104454545455,71.23834,14.9879820204918,17.9798381317234,22.4327200653554,38.532975,61.7038,37.6678,112.344125,116.69665,89.8084
"ZNF440",0.68728295434535,0.122145318264263,0.368642599081323,321.7807,362.281427272727,448.83178,33.1357769232894,40.8452221487479,24.3643713693459,236.6721,283.4462,417.1357,414.70935,484.5636,453.6521
"ZNF562",0.929403111283303,0.755200141477352,0.905113925755967,703.506208333333,732.424518181818,776.05306,43.9788914121627,66.7158611177157,88.2398463851938,576.835225,610.672,613.1476,777.8359,920.47435,859.643
"ZNF561",0.440879254152756,0.576934165554962,0.999233314725743,545.178816666667,608.523218181818,610.98312,32.6602330281167,41.7812459799779,45.2578155349814,463.91235,556.91885,568.5043,599.473475,682.61135,679.6594
"ZNF584",0.9783125647331,0.988434532629467,0.999933017613352,177.985775,171.768572727273,172.21238,30.7385995851853,10.5981944669929,10.5840664249333,130.9852,148.77975,147.8809,184.836975,188.33755,187.0684
"ZNF274",0.549448719865613,0.997061910590328,0.739248761340689,243.730483333333,296.039990909091,248.3451,21.5568457101986,43.1570185988738,65.4977985941589,205.402675,212.45455,175.4342,289.866525,349.7895,312.6284
"ZIK1",0.90639450191319,0.720721046516074,0.899781013582883,37.878125,45.8987818181818,56.64332,9.9131927847029,14.4148873862647,28.0407413323436,8.948525,11.9331,21.3434,61.917275,73.68285,62.9339
"ZNF540",0.861278309034388,0.934785370412243,0.736538614775063,40.7203583333333,49.5711363636364,33.14964,8.40759499957554,16.7165296357189,7.5909107241885,19.368175,15.7752,19.0579,61.30625,58.7786,37.319
"ZNF570",0.265417577113871,0.494708878931581,0.994096929108611,78.4777916666667,41.4753909090909,44.5778,21.7474390349672,9.79913735347477,14.1637505697114,33.834775,17.15935,18.8324,106.0168,59.056,60.2124
"ZNF57",0.350222193752103,0.868593628113631,0.825521812006903,128.735658333333,177.948545454545,151.27474,12.8679777051317,35.4588005330498,26.6160841181155,89.74205,108.5085,126.2568,152.6528,211.8916,132.0013
"ZNF556",0.941721716352252,0.995963094225392,0.93832207854877,17.63235,13.7807454545455,18.90556,8.54160985633288,8.42458300202842,10.1340219928023,1.762575,0,3.348,15.2682,14.6471,39.9137
"ZNF554",0.804735982891291,0.808029352086251,0.990956268688638,115.257433333333,97.5510090909091,92.8938,26.7863143251825,8.37194495140498,23.0764496893261,63.04865,89.80405,51.0973,116.4129,112.5918,130.0933
"ZNF738",0.737473001549655,0.646229741300948,0.323993873499835,244.1485,201.648172727273,309.23044,44.8765365864907,20.8903976101074,86.3404495420576,162.412925,146.8792,153.1125,274.19395,257.7763,440.1294
"ZNF596",0.653745142286975,0.177239564442608,0.504750374161832,44.2608333333333,55.6389272727273,74.39182,4.82656204031295,10.7297580429561,19.8833883468186,30.57015,28.29015,41.1622,55.343375,70.8445,99.9017
"ZNF621",0.945416283118126,0.0137489367636217,0.0266153393174805,643.957591666667,673.556109090909,1006.26274,61.0088891027482,35.403843163703,173.550775455348,473.269075,591.268,778.8161,823.145725,764.6121,1131.0187
"ZNF680",0.0600488875496864,0.820086818012253,0.0539564050267382,300.136308333333,173.647454545455,340.56152,39.9546249357687,18.2446200307745,86.59603946192,193.272975,120.6893,255.8178,375.01005,212.96595,356.3708
"ZNF483",0.983406934400064,0.639808110494704,0.564169128115858,58.390225,62.6437727272727,30.10108,16.9699473262567,20.6618308176436,4.99251970165366,18.623075,8.72065,26.8557,73.2042,97.9133,31.9772
"ZNF417",0.817528816429391,0.615529626135125,0.353240619836728,284.289925,250.717318181818,351.14996,32.6079735039261,27.3474014891587,103.924942115676,217.47755,189.70635,204.6453,332.67785,295.39925,342.2243
"ZNF791",0.951175155270536,0.959255817299098,0.869688493677006,407.047433333333,424.411372727273,386.86656,31.550673667745,55.4348028079228,17.2909748678783,353.62425,298.7267,366.7745,456.568625,498.751,419.3346
"ZNF519",0.950933632042071,0.846700374886503,0.719573845701528,61.8641833333333,58.1656363636364,70.46366,4.95245199627713,10.4503253426456,17.620354847352,49.807075,32.20095,38.3653,68.583725,69.8254,108.8094
"ZNF25",0.931742544487052,0.655871614651894,0.493930685601181,306.871466666667,336.650663636364,213.39694,57.174301170785,69.2534918340155,38.778604636147,160.2693,161.7252,152.7516,422.754725,465.60445,257.0477
"ZNF77",0.469740430538274,0.296246940502695,0.829512157915316,61.355775,74.8798454545455,83.4629,7.73938549777699,8.4438810563235,11.770018943995,44.835525,53.71035,65.6554,69.95225,87.02755,100.0209
"ZNF169",0.262322282743438,0.435816039483191,0.999962851157283,93.70995,122.311609090909,122.12256,8.41743924804151,15.6843333920969,21.4115033394342,70.667325,89.0433,102.8888,115.91585,139.40975,115.9515
"ZNF613",0.855187426877872,0.305850681806697,0.540208021705761,88.993,97.1849636363636,118.40022,4.85912927778031,14.4618541223534,19.4656315662606,75.9394,75.2861,106.0278,101.459525,112.50315,147.0694
"ZNF404",0.955176567404765,0.749739242711016,0.619839365772152,35.2336333333333,39.2506909090909,22.32716,9.52052714808769,11.8893105860643,3.63884535073971,11.675725,15.8657,23.4726,49.61625,40.31465,27.6208
"ZNF135",0.896848349759224,0.784868310707174,0.582215898520336,75.34355,91.1094818181818,45.26608,20.7443959613613,33.0904432579801,11.1575122027,22.15265,23.0948,24.566,162.851325,126.89895,63.4772
"ZNF620",0.840586373565567,0.296373977381285,0.148048633873135,80.507825,70.7653454545455,114.15036,13.9015818522522,6.88553811175494,24.6792409990786,53.135425,47.267,80.5672,90.978325,90.1786,145.6311
"ZNF619",0.996659597938258,0.165508735278697,0.191928525309862,100.540816666667,102.037718181818,146.58956,9.18372938515022,10.3825540808242,38.7136317992203,76.836175,84.9455,104.4362,123.667625,118.25365,122.769
"ZNF354C",0.727779382676421,0.487129945609729,0.845614115199612,46.0483083333333,35.2231363636364,25.09554,11.4353473896926,9.65062854737049,7.93684184746049,18.825475,9.70525,13.8104,83.177975,54.80295,29.2972
"ZNF114",0.491351620765089,0.734308647179125,0.987865971764534,53.9338166666667,8.08887272727273,15.73448,41.2154741245266,3.03743202034191,8.64798715189841,2.5347,1.94,6.696,21.53925,8.52095,12.9047
"ZNF454",0.80483846903507,0.254175258342282,0.51377877534976,26.81575,21.5023727272727,9.35848,6.99263660412498,5.7011617323472,2.81277769747273,9.210975,7.8563,6.5509,49.19215,27.7838,12.5868
"ZNF543",0.96649326680532,0.0563060914181287,0.0889631901368785,169.564908333333,177.398818181818,267.30788,22.956593339897,14.6366625501097,49.5474970772934,122.6734,159.9978,197.0583,239.0788,209.5093,304.2071
"ZNF354B",0.265128423406793,0.992331506055514,0.380039038868312,115.374258333333,136.5995,113.37242,8.31521373708474,10.9353839836311,12.3173753549772,98.338925,117.28865,99.6737,138.55595,163.99145,137.2421
"ZNF223",0.689889315833565,0.999760910399567,0.81075268786887,79.85875,69.9425181818182,79.54044,6.59757389444419,11.4324907536755,4.94913442084573,65.51535,35.4196,72.5441,84.019,97.4801,90.2981
"ZNF713",0.0101054291480969,0.023372276205209,0.943404993730938,109.1992,62.2770545454545,56.10402,12.9506055076587,8.77279605758997,3.91096963736616,79.655125,48.03485,56.0308,126.2489,68.09555,62.8318
"ZNF552",0.630952545139362,0.539575672714003,0.937101555931312,178.375841666667,211.667854545455,227.684,24.2068175309975,25.700678369032,42.7455511743035,124.76635,144.3675,179.117,202.6717,245.52175,275.5484
"ZNF154",0.517758263174912,0.957098580226183,0.501147598720093,101.90285,158.999872727273,83.36416,24.4011458757219,51.691041332862,20.0491569463806,49.9141,40.91725,56.0787,118.377675,231.0472,104.279
"ZNF571",0.971374396254278,0.970699289290631,0.913012732849585,83.680825,88.1898181818182,77.86254,16.0317652305538,13.8573799888646,3.56578099854716,46.305625,63.54605,71.557,110.6821,123.95665,82.6598
"ZNF443",0.818695420367087,0.492735929792253,0.784219975744297,80.7453833333333,70.7338636363636,56.4609,13.9438293520545,10.6935824579747,7.21946714314845,48.339775,53.598,45.529,96.7917,66.2641,60.4099
"ZNF792",0.517766605704806,0.0915552385568652,0.403663709932013,169.940416666667,209.418363636364,269.63282,16.1746032201666,31.0491222397328,45.4706149753156,130.691025,129.78405,207.8703,214.936325,272.14635,312.4795
"ZFP82",0.648817664257935,0.343852573692804,0.757621035211792,99.9483166666667,69.3572181818182,37.80332,32.1323620125927,16.1541913625075,12.0153750729805,32.574025,29.4297,19.9803,112.39235,106.8365,49.8749
"ZNF707",0.710473615147197,0.978101988697348,0.909307145067666,234.109075,200.371127272727,223.23664,33.3622158534606,25.6616545795618,44.780946097471,154.784725,164.26575,164.4696,284.9141,258.21,232.5581
"ZNF746",0.67524029803166,0.995870802689941,0.739762854009285,625.750283333333,595.164718181818,629.71966,31.9677649676505,15.1795134626414,35.3299025975674,550.50635,564.17715,580.3525,697.6807,628.3377,618.0305
"ZNF678",0.937283170209621,0.568171188814056,0.738633183367545,73.3730083333333,78.6634909090909,93.52566,8.41348457885045,14.2421384785014,11.0219747155217,54.3804,57.2996,73.3705,85.280725,82.9079,104.4362
"HKR1",0.810409649723499,0.686681278986543,0.937876495659324,419.332875,465.343172727273,498.07562,54.0029686248149,48.7479459543851,84.5255940425348,331.62645,346.30425,405.6261,562.5764,599.98645,508.8098
"ZNF101",0.895369475668831,0.867617629352416,0.986836042637168,182.547591666667,196.830836363636,203.20772,10.9375345818359,32.0675098037825,28.6384010667565,157.033775,136.8023,167.7611,205.37335,244.2929,266.3635
"ZNF716",0.412922588882328,0.877105148042841,0.316226337316926,14.4805583333333,1.79150909090909,20.60796,7.85599584254598,0.940029740385865,16.7398579970261,0,0,0,11.060375,1.4615,16.7399
"ZNF708",0.844923143823897,0.843944702925115,0.992085561968734,269.240883333333,251.692063636364,246.78558,13.9115078282543,24.2351162247312,51.6438645308366,241.201575,195.2439,160.4368,299.80255,300.07945,278.2699
"ZNF721",0.230914253419885,0.918339599458074,0.636220294822493,428.7112,536.191209090909,460.7605,31.6789826867575,60.0773051078032,52.3768485026257,339.660025,395.36605,375.9573,503.28885,654.9051,518.7946
"ZNF662",0.986783159910454,0.945002708037336,0.97900928199338,110.014183333333,103.660218181818,93.29142,24.6663583919102,36.4674935249832,25.7817066845351,28.848025,18.97685,58.2455,173.113675,163.7279,145.1032
"ZNF320",0.908825274867954,0.419381322642101,0.620617394174233,419.4787,464.792863636364,596.69018,72.3507757390068,57.6249493037304,178.27134933395,244.77105,307.30375,395.2929,506.121025,611.7986,486.4068
"ZNF530",0.716606254553643,0.354814995754235,0.135421431113262,56.2107666666667,42.5795818181818,87.3416,12.0959012895011,9.24071868575381,27.1645656472545,30.893275,23.7796,36.3285,59.48435,62.2443,137.6857
"ZFP1",0.839242009517135,0.557635810939538,0.826223599288938,266.016133333333,241.901627272727,209.37158,37.2333945342373,26.2737083808029,8.71434288701105,159.337525,190.3953,213.9518,338.663,281.9075,215.1078
"KRBA2",0.990603181678652,0.99724761073495,0.999452584343774,84.7220916666667,82.1776181818182,82.96924,11.3522300346836,16.2430755901977,20.2354587615799,61.45915,35.48095,70.8015,99.1004,121.9458,91.8495
"ZNF93",0.998459081171788,0.0803919995144139,0.0785880361626177,97.850625,95.7080181818182,214.64752,17.3486146272073,15.9820095203144,91.5548475356242,63.221175,58.8811,56.338,122.2798,123.32225,299.173
"ZFP90",0.852713849949298,0.976087866013982,0.975862980164195,482.343158333333,443.379581818182,463.03608,48.6453269986587,53.477983115851,77.9405030690616,361.391625,312.3084,349.8198,617.50165,534.4788,579.3164
"ZNF479",0.497178431503346,0.815741291067866,0.957083584903912,0.397275,6.05178181818182,4.24754,0.222035157646398,5.49396122385658,3.02207812599211,0,0,0,0.289675,1.0698,5.7533
"ZNF445",0.635439484767452,0.989796759688053,0.679979308167605,789.655333333333,688.415109090909,808.88176,104.347472164547,49.5039540266532,47.8498364242512,506.80535,634.05625,743.2409,1006.5284,756.8937,874.5496
"ZNF74",0.878014726837211,0.663358075844798,0.443555867193394,365.132258333333,338.169063636364,426.58354,41.6029239582196,26.864335806216,81.1432789628482,269.2667,286.07655,340.321,418.725125,396.9638,484.2017
"ZNF829",0.938942339448586,0.924469871255527,0.99321530834962,21.3263833333333,19.0086090909091,18.02536,4.24080193457654,5.8277739840503,5.55216919758395,8.3294,6.53685,10.1145,36.1041,24.87635,28.2352
"ZNF267",0.923992086624403,0.368264421260272,0.243428388700058,470.1033,450.792454545455,559.43654,44.3419005294141,31.4519398616202,13.2292989477372,341.23165,375.07245,547.0029,568.142075,540.1426,550.4164
"ZNF566",0.97159048548189,0.47386758111071,0.384496776142621,252.153033333333,260.459645454545,197.3711,28.6094107856412,23.1798833570066,33.1626138789451,180.503425,210.9283,168.0314,300.277825,306.095,242.2104
"ZNF224",0.802657801576209,0.319862314628024,0.605755376980269,183.854558333333,199.299663636364,229.62396,19.0972350745268,16.7884897719797,17.1286156006433,138.8045,158.0817,206.9399,223.97065,246.95925,247.3404
"ZNF529",0.992858742790548,0.943838901270694,0.912563915103489,351.853108333333,359.568309090909,323.88246,51.7972748950766,45.5419524241839,61.0278618795186,247.446275,318.9623,246.9636,419.807625,403.7051,312.5909
"ZNF284",0.833915517700507,0.0419077415120229,0.0166135093735011,41.3937666666667,36.8032636363636,67.53314,5.98422322447563,5.10402480323613,8.69485343870729,29.394025,27.9435,58.3093,56.13665,51.25995,70.3996
"ZNF749",0.871709766580494,0.857577790821754,0.639063344353285,117.352991666667,104.651454545455,134.4929,21.1703027677118,13.2702208328913,26.3212048756701,86.0976,77.6054,90.8289,111.65235,117.703,149.3613
"ZNF17",0.906129965719732,0.82915430116175,0.641837848961816,144.686075,137.4259,157.47452,12.4443635845719,13.8350206188498,5.56403915392406,102.274425,107.82755,148.0511,173.64905,168.145,166.1435
"ZNF555",0.867263010022554,0.666152998661732,0.436226240400876,69.3613,64.3480636363636,80.2214,5.2000107975121,7.68698891232656,13.7900062247992,59.516275,51.1503,68.0113,82.7407,78.01075,77.902
"ZNF75D",0.999056469399656,0.836294505925897,0.85635041137259,390.242625,387.443890909091,340.93542,45.4887614259133,58.240874398822,22.4727560849665,303.0361,267.17195,341.8637,421.43345,408.5989,369.584
"ZNF197",0.825376788226755,0.250069531313515,0.490397416841964,352.40825,378.248372727273,443.32702,30.2759793508201,35.9364633995766,22.1843940406178,283.204825,288.1788,427.286,471.539025,415.3699,451.9957
"ZNF732",0.524112344318993,0.598375667658198,0.992922442584433,4.560075,6.8593,7.16644,1.10893298067331,1.86689274259761,2.04172329016446,2.451975,3.0848,4.6746,4.44965,8.22625,7.8242
"ZNF546",0.868264732016849,0.85293728373379,0.629938207450418,75.354175,84.6635090909091,62.75196,9.64361957294802,17.4106550481514,11.4214541535043,40.2085,40.9964,46.8392,102.424875,126.51645,87.7673
"ZNF286A",0.516682467943925,0.986184365328063,0.573741059505572,288.1494,240.8784,296.77488,37.7140622529441,17.3631059352661,44.2052136980515,169.556375,205.65365,238.8086,402.358725,288.5466,313.8732
"ZKSCAN4",0.87347651825498,0.880181972598214,0.669499409140881,81.5347666666667,74.9330272727273,89.71038,7.994772578619,9.37750191540749,19.0053005621695,68.02845,58.26765,60.3382,97.266475,90.2653,100.5568
"ZNF643",0.490046901096444,0.0970589139440836,0.439731816891895,43.279325,58.0511545454545,78.5855,5.85792392655123,8.91614486601146,22.5561966739298,32.359,42.67365,54.0891,50.632375,66.2412,77.0794
"ZNF642",0.570386557706076,0.411411827743086,0.878238939644254,79.3647333333333,89.6348,95.95576,7.32666489287416,6.99933732207427,10.0550986064086,61.8077,72.1823,76.2316,95.828625,102.3412,117.5978
"ZNF490",0.959544858740084,0.039080290589652,0.0263687309065194,287.484825,278.2379,399.63828,23.4957340110863,24.2943233205582,35.843639410855,256.305825,243.48145,326.9161,329.62195,311.8075,458.4682
"ZNF626",0.996617234817376,0.956382667441954,0.937847973862816,144.031083333333,138.936881818182,167.61918,36.9382801316947,47.1115369364907,95.2565972215227,44.5898,39.5541,31.772,203.73595,185.16955,143.2171
"ZNF793",0.461248311696428,0.435737883071373,0.951332096921175,227.2145,118.9279,83.96314,82.6800878421846,45.7494713165995,35.943276424842,34.65145,32.1423,33.8983,304.4082,121.30105,102.055
"ZNF383",0.986060494543052,0.99990135173255,0.993313414891861,114.295166666667,116.856581818182,114.5689,10.2606852595037,13.682634489825,11.0851963006525,90.652175,91.91665,101.0428,144.43245,148.0416,117.7034
"ZNF669",0.986497321868034,0.978730086746341,0.997033470702637,127.941983333333,131.426645454545,133.53102,13.7893613496652,18.8381285724958,17.9973704051286,102.051675,90.16155,105.1166,158.13345,152.6967,134.3377
"ZNF559",0.721110380994441,0.117970053055841,0.337917255793625,178.827033333333,212.089363636364,291.7021,24.8949314215532,36.2008359830625,43.5162893130032,140.73885,139.5088,262.8955,210.304,285.44045,272.045
"ZNF177",0.915879406964372,0.240448875165552,0.393378087815297,45.7521083333333,53.3988818181818,86.2009,8.5968504563507,8.18167546254009,42.0217439726506,23.044725,38.04865,34.8776,57.2416,71.67775,61.7032
"ZNF548",0.982016332153199,0.992525397602449,0.999646560837246,244.239258333333,252.754172727273,251.2192,25.0427217757716,45.2003462727004,20.3330473782707,174.910375,152.57685,228.4481,308.595125,392.34325,264.0026
"ZNF563",0.613642864800561,0.978140709598017,0.853163265680664,52.318425,44.3665363636364,50.1833,3.55831793150719,7.56530205349364,10.1418485454576,45.714175,25.00615,39.8014,53.5959,59.3466,48.5457
"ZNF567",0.349310233684913,0.766606118362029,0.913935381357339,183.8435,144.843145454545,159.27392,21.8542173994604,15.1626016351678,32.3013467073495,141.082125,120.919,134.2941,226.5262,156.42515,159.8861
"ZNF573",0.999215919089662,0.991020428416051,0.986773414573797,74.8353166666667,75.3118,72.7745,9.53808818859732,9.29356978863245,8.32412148343595,47.4686,53.88225,58.612,97.585925,93.3403,86.1476
"ZNF527",0.354852382433228,0.862066019909497,0.83626734118382,100.973158333333,126.924027272727,113.25518,10.3726713592735,15.7474382081836,19.5426444459137,80.029975,94.1031,83.4232,130.8675,172.7681,118.7239
"ZNF33A",0.0904247878429107,0.140224348094615,0.968382740841652,1243.70033333333,1578.22875454545,1625.65322,82.0709984746405,136.399242354643,137.194875543139,1054.14025,1230.4027,1519.2377,1333.13805,1975.2523,1901.2839
"ZKSCAN3",0.333206305819874,0.987830162020916,0.426616024300293,93.38125,75.4522545454546,95.73726,10.4741404398578,7.58389193349795,7.85149154152254,69.42445,61.68,78.6775,122.32105,94.7114,109.6728
"ZNF676",0.982802844621692,0.193665763102279,0.252603351219938,12.1885583333333,14.5338,42.3446,3.69305321365091,8.96218330798919,26.8577322830875,0.867825,1.0135,5.4429,23.57825,7.4753,43.1053
"ZNF699",0.960485634469481,0.127112601240765,0.0894255926749077,51.852375,48.8309454545455,80.67128,8.42806748573538,6.75694398606303,13.1939253440892,31.81145,37.46925,69.0576,75.641525,50.892,100.0139
"ZNF250",0.902632076726557,0.885262957248189,0.706707110079702,230.835108333333,243.1909,213.64246,22.3550900088957,20.8379858826571,13.4613019781372,171.572925,189.66425,188.0059,272.123575,305.73555,241.724
"ZNF79",0.652823618822509,0.72259394929936,0.331469019643903,111.86615,122.5877,99.95914,7.57118899070381,10.0858411379968,10.4136563761534,95.6894,105.4045,96.6109,126.613125,147.83875,101.2764
"ZNF681",0.99216311841801,0.611198199181573,0.562112973127786,117.52865,110.943090909091,184.67368,41.8408909634001,23.9948794512248,84.1052061530581,36.343475,47.287,39.4117,140.496625,168.34625,235.6141
"ZNF766",0.991527066609308,0.282191192793683,0.250596308382069,400.690541666667,395.040145454545,491.02226,36.0150199482935,29.8806659106835,36.9235880939082,319.614675,344.94555,463.4785,426.887875,424.37605,535.7785
"ZNF471",0.993381528485162,0.488802687549615,0.548600763074732,95.3722,91.0873909090909,37.74884,28.2562271514215,31.8826831726465,8.47268794902775,24.13295,20.04135,28.0393,180.824675,139.7619,46.6051
"ZNF836",0.760712648380381,0.742268838547637,0.419914646473303,134.916458333333,121.292736363636,153.06178,13.8940153054671,11.6085348525226,25.2318937189304,112.3326,88.45605,116.4911,154.621525,145.514,146.7098
"ZNF493",0.938103353118307,0.582400462614034,0.751067959587443,234.432658333333,255.206127272727,312.29982,28.1101968131389,34.76270879578,121.555569429255,155.881125,206.77825,169.0141,284.471475,307.84265,215.336
"ZNF167",0.784124725761887,0.905681752916747,0.994772739619072,63.6787166666667,49.5335909090909,52.20268,17.1695037371049,10.1658409668087,26.5593402387446,23.4368,26.42315,20.9249,103.0655,68.81045,39.8014
"ZNF565",0.927043943554906,0.751940439157587,0.582763201608506,85.243025,89.4124454545454,74.88092,6.24010249466772,9.97055047772155,10.0420320876006,70.015225,67.8162,67.4746,98.552325,102.0506,91.5093
"ZNF34",0.855303218582069,0.512575910424116,0.300623424374035,119.795483333333,133.186263636364,84.0849,13.1553827201957,24.3948985394833,9.54047835577441,78.043275,75.7041,73.3705,171.07,148.04405,99.964
"ZNF140",0.286754342207031,0.216456686382242,0.870415485111668,266.93025,329.739363636364,356.13542,27.0614816670846,29.8880088468398,45.5428804993865,224.37455,267.98965,324.5348,321.80095,385.7183,408.7783
"ZNF658",0.996175782615602,0.457965475756609,0.430555488868383,60.478625,61.6888636363636,38.06446,10.7040506267638,10.8343903856384,10.4817018593643,27.432075,35.19785,14.7429,82.621925,76.81495,54.3727
"ZNF765",0.838655324431056,0.609307396378918,0.363856196426118,267.218033333333,244.644836363636,315.86088,33.0288981999082,23.1942581649631,34.7325174997638,215.216175,184.04815,256.5664,268.5969,276.13445,320.6863
"ZNF124",0.889791814003702,0.882804826349738,0.689692731863365,118.387783333333,107.391690909091,132.87792,16.151734582981,16.3077919277507,29.8342550642948,90.129375,79.17405,111.957,129.580875,154.86445,130.2902
