"gene","NO-[Unknown]","YES-[Unknown]","YES-NO","mean-[Unknown]","mean-NO","mean-YES","SEM-[Unknown]","SEM-NO","SEM-YES","Q1-[Unknown]","Q1-NO","Q1-YES","Q3-[Unknown]","Q3-NO","Q3-YES"
"ZNF764",0.743310995347299,0.937843169479926,0.515013892715417,202.86116,228.647932,185.751125,10.9897869610198,11.0268342125405,31.9431791750178,186.7554,187.32075,141.188,215.7643,259.003025,222.507875
"ZNF747",0.991300494914985,0.635879986480967,0.541401185069588,260.25774,253.585298,191.23185,15.0875487465526,16.736215247308,44.8559796820985,253.2423,187.98815,134.842925,281.1582,280.196075,217.700575
"ZNF778",0.887095194805896,0.907353738670798,0.991912587851954,55.2652,60.978548,62.624375,9.86236341831916,3.79205428983917,8.9544698318191,42.747,39.8653,59.269425,70.5618,74.10435,72.88855
"ZNF212",0.659629473420656,0.306613293309878,0.501594319002848,581.90136,513.718856,416.16105,112.295323768546,22.7351713659229,54.2184760756654,409.3807,417.21555,342.073825,573.9998,591.5239,490.894825
"ZNF282",0.790029939944973,0.105756539897824,0.103549295156533,1340.73698,1216.492824,780.0678,243.803136715062,56.3483915045448,121.351268280393,1081.6398,1007.056125,648.03475,1622.6157,1373.205675,919.77685
"ZNF160",0.367791122333937,0.573774399190172,0.996934742080436,830.65488,678.461774,669.22175,206.469821400207,29.6973697817855,117.82909021811,457.9537,526.718875,548.2321,945.3552,820.509425,818.0134
"ZNF415",0.662899611772441,0.856641021725206,0.313884671564824,245.06086,205.301648,279.848575,45.5216964990608,12.5753677117747,93.940880339227,158.0238,155.579675,219.77985,293.0647,255.001475,335.645375
"ZNF439",0.905623789486598,0.543915675704158,0.196320265616138,182.49322,161.437378,257.545925,49.3393815884776,13.9719329812929,90.9760909410853,122.4954,95.194875,174.065,221.8823,211.303675,328.122925
"ZNF440",0.898843950331922,0.937842754677312,0.681032567186171,414.50774,491.301214,329.350375,126.033462086252,54.5922644549888,101.178184129101,216.7661,291.43475,199.299875,536.8683,539.743425,412.13605
"ZNF562",0.158825304844647,0.461408139779661,0.989226849875362,660.43906,451.82884,469.212625,136.96190772702,33.5352883624872,70.1563965546071,510.222,296.2795,389.255175,866.32,552.4654,547.8893
"ZNF561",0.973382432412596,0.999796897423384,0.983271533498586,725.5188,696.362766,721.901625,135.800637707733,39.5291677437759,136.109377343801,719.894,474.160025,567.819325,784.0692,852.545525,797.469
"ZNF584",0.316402803164992,0.993479874983508,0.317252751041216,181.32772,234.574526,175.656975,41.1509988454035,11.1089438378948,9.18711921327672,146.728,174.722775,163.896475,267.7636,277.108425,189.4844
"ZNF274",0.999543452984185,0.999691253065731,0.999988463777081,376.91982,379.471012,379.920225,124.54407242697,25.8262278613059,68.2153105683929,242.199,246.75395,302.275725,316.4845,480.572825,415.51065
"ZIK1",0.52757732484681,0.360855372268506,0.707031569543752,66.78002,33.64668,6.705825,36.7589769343272,9.26897926687085,2.68968861716216,4.0787,4.6127,2.4967,137.7015,22.459725,10.686675
"ZNF540",0.772336784847523,0.601351225332532,0.805857937772888,36.89862,48.249048,59.737575,5.97285471532667,5.12928861718758,19.1962904163094,29.0164,21.28375,48.9769,38.5424,55.988375,77.952975
"ZNF570",0.998511867986209,0.938412903261073,0.919013722279238,50.51392,49.681232,42.7282,16.5882297012792,4.94170877430431,0.563800687300041,26.6293,24.2762,42.15765,67.6089,64.330675,43.2108
"ZNF57",0.980825878998552,0.692883241777173,0.649951855267414,122.62104,118.655838,97.84005,32.9011270433795,5.83176144842726,27.309866271017,66.6056,90.125375,61.020175,151.7284,141.58845,117.192575
"ZNF556",0.889215004838538,0.996578892196291,0.862460822789039,10.78594,16.809912,9.3159,2.21288334319729,4.17994766886551,5.45615629831722,9.1075,2.92515,0,15.0913,16.78095,17.50865
"ZNF554",0.992222690049567,0.912529666420547,0.907876522753981,143.48382,140.573072,129.217,24.2173576220528,7.30174799106325,28.7343775203733,126.5938,108.1038,95.642,176.6085,172.00475,158.8692
"ZNF738",0.70329568032786,0.766395434592045,0.983185196397697,282.36284,400.896838,429.614875,65.4642408438042,47.0823114471484,59.510780878487,168.2481,221.6907,380.422975,324.6661,490.472825,482.5922
"ZNF596",0.511050688370705,0.651274814215508,0.0895641330239951,99.18236,74.471172,127.35515,25.6949344416482,6.0036831858248,44.9957688642406,80.2113,51.5652,77.523875,111.5665,83.153975,166.068375
"ZNF621",0.944718523284539,0.805528734057619,0.861737064603334,500.2953,533.144388,592.069875,135.033614683382,29.9297061000813,91.389545316449,233.1996,388.2327,476.564925,788.4164,634.014825,712.6661
"ZNF680",0.998349358075902,0.463482221972011,0.259671431416895,294.3687,290.287882,421.34465,58.7235666156442,23.412088894798,15.149101157632,182.5508,178.855125,408.635575,388.0114,341.878325,443.720025
"ZNF483",0.644745912576847,0.991938329285826,0.601407171769492,7.34234,12.89256,6.2694,2.44042178088133,1.97537705003271,2.53090179712028,3.1291,4.675275,3.6019,12.2362,15.727,7.3743
"ZNF417",0.228562001290646,0.464422531543632,0.999337912311429,166.60912,116.79485,115.6444,63.263206142136,7.69133835940475,17.1544424285664,45.3879,73.105275,96.074025,281.8761,151.971525,138.077325
"ZNF791",0.986443015910878,0.996523975721146,0.999142292950425,137.76692,144.526792,142.649425,39.5584535841885,13.3376861157487,14.5496249823592,50.4555,73.066825,128.13835,194.4527,202.436225,149.063325
"ZNF519",0.874542908254415,0.290724451669213,0.292703931569098,46.6609,55.545722,85.699575,14.8351644190417,5.6355869152931,3.9384732230851,30.5904,29.520675,84.28925,41.439,59.65205,89.674225
"ZNF25",0.888559744684715,0.917349540200214,0.995270255855843,161.6761,178.525286,182.2597,33.2037206140818,11.0419737148377,36.0157644030361,92.1514,118.842725,136.24785,226.3206,194.962425,236.6527
"ZNF77",0.934653967552031,0.712166864520471,0.76419251085848,98.3029,107.034372,126.373175,14.4348677506931,7.20470539441656,47.2112506004373,77.0848,83.18655,64.87355,126.773,128.140125,152.311525
"ZNF169",0.892976133073464,0.966584297570224,0.746711608807295,60.46056,68.0947,54.48305,18.590542037676,5.05556363292513,14.5649944784576,25.8241,42.11305,40.379625,75.099,93.852225,55.945425
"ZNF613",0.837506152517902,0.689921971374879,0.846568562890408,119.91832,136.270236,153.824875,5.20294518521962,9.13839455223087,21.7046886051292,115.0199,107.422625,135.2044,124.034,153.10025,173.081375
"ZNF404",0.533692221980042,0.140848547388503,0.00297718152762083,57.79426,36.832258,111.5289,19.1168857685189,4.07658793289551,63.8000380543643,45.1488,18.651075,45.297175,56.3435,43.52165,137.217925
"ZNF135",0.110264883799754,0.308707057262754,0.997986901126373,287.4475,156.721812,152.44675,98.6752346203899,18.4361936013592,28.2427256674027,135.2488,44.050025,134.973325,310.1093,235.1004,176.187825
"ZNF620",0.445199541060523,0.64414990469735,0.998313000942896,60.2635,86.160024,87.459,13.9779395789222,6.49656638160376,24.0852296193815,37.9965,55.437475,64.114625,84.2441,99.086225,99.553075
"ZNF619",0.95769119282216,0.982913081403015,0.880471110838372,42.50972,46.161146,39.2133,16.4527683718698,3.87156430807192,9.59684091467951,25.2278,22.708925,24.74595,38.7478,65.04595,49.6188
"ZNF354C",0.992363201610657,0.959210832651749,0.96654588626258,26.40932,24.702764,20.7186,17.1427755754254,4.37540549926356,6.61110995383276,4.555,3.001825,13.471025,21.9039,31.474725,26.730325
"ZNF114",0.855877390046371,0.99908269601658,0.855441474891296,55.9577,122.634198,48.6472,34.509017396385,40.2168050616395,27.3307964362853,27.7151,7.497225,18.649225,29.4324,59.7478,59.939325
"ZNF454",0.876915281886586,0.966958679317676,0.991775851995452,6.60048,9.106632,8.4114,2.50293301396582,1.60959083271327,4.27142355329774,1.3411,2.668575,2.4658,11.8397,9.429875,11.85705
"ZNF543",0.960294151045667,0.759242015278017,0.481799765777469,91.29146,96.500868,71.81575,23.3373309405467,5.79208644628059,8.32446398619755,48.0028,64.569675,67.92885,136.6371,124.49285,81.31995
"ZNF354B",0.996160914998773,0.953519664137165,0.950342718338507,99.00704,101.121168,109.648075,32.645121641014,7.37192101443919,26.7661893148606,54.7784,55.815925,73.354625,106.5574,141.930625,130.2419
"ZNF223",0.926428613187467,0.776957644263027,0.852214304984952,79.3279,90.30503,107.912775,27.085077365387,9.07626393584904,19.1899809485912,35.3889,54.57095,89.392275,128.2494,114.4097,123.4919
"ZNF713",0.64388933865499,0.933067121871011,0.93388034251019,79.2079,63.177128,70.14945,37.92775906975,4.5557475955034,11.2602964252353,22.6939,37.451525,61.15965,92.7827,78.9453,84.17205
"ZNF552",0.00427062833190461,0.0512662102546803,0.996108504780985,445.76532,248.309232,242.7927,93.7435875622402,16.3568308505186,71.3976473395891,346.6693,172.5685,124.199975,489.071,317.902075,338.108425
"ZNF154",0.912230987031925,0.99900319663457,0.90594141269582,9.10974,13.627686,8.43715,2.12308085211091,3.55620885599098,1.96824542105399,7.0077,5.81415,6.778325,9.7889,13.763125,9.463175
"ZNF571",0.738997693826397,0.60374387597379,0.836012710094906,79.07254,100.412358,118.580275,20.2820347028004,8.80466530951288,31.2913290494714,51.1563,67.85615,94.975025,80.6011,116.97925,133.53865
"ZNF443",0.998945303765462,0.32113171360712,0.14373229635358,201.91362,199.988528,293.365575,41.1254004024933,12.5586615474015,77.7858039399583,186.8534,144.203125,186.659325,252.7322,242.97355,390.4934
"ZNF792",0.718434005197411,0.975022593704868,0.593568885274205,110.618,133.022022,101.785475,13.8638785693975,9.03448299135258,25.2838446346468,86.4717,91.384975,60.250875,133.3741,164.234275,144.69645
"ZFP82",0.813985919729732,0.825973901754279,0.976200485107203,80.2722,107.116382,117.26995,22.9964001819198,13.8066644829377,31.0379118366152,56.3242,58.630425,85.43065,110.1254,136.93865,125.22395
"ZNF707",0.4922135460685,0.323004110799903,0.680123474513797,494.49612,383.759808,293.610725,141.901592427271,28.3104988062793,44.9436406497696,305.0882,251.217175,234.876725,463.5574,433.9064,347.91375
"ZNF746",0.962175556363354,0.806738590959833,0.837205003317291,508.12072,490.811818,449.58625,73.9661533613206,19.775041825158,42.8291436599445,380.5186,414.611675,419.82955,648.9071,575.68285,482.13745
"ZNF678",0.339344461134539,0.959592722001426,0.24080337944894,67.48676,42.554116,74.374725,29.7725972261843,4.89931435285351,13.880518722018,21.7239,19.84995,60.56915,84.0216,62.4143,78.475975
"HKR1",0.864828547769749,0.964400618766381,0.990317930310628,804.1739,913.110526,881.919975,157.950097260556,65.3175575269012,200.013998830996,635.2123,633.3109,711.7788,843.1967,1056.274775,1077.312125
"ZNF101",0.777203835129319,0.997019186939429,0.7603678009031,97.32916,130.582262,92.16745,12.5718577125499,15.7589893228571,7.57849163427877,80.6026,79.1465,89.837775,112.4737,149.619075,100.724825
"ZNF716",0.873689547129035,0.746363848374869,0.873499093848827,0.3383,5.23933,10.6732,0.259720515169672,3.10793303041111,10.1011511732574,0,0,0.26145,0.3504,0.297525,11.2762
"ZNF708",0.839697092729163,0.955630585116785,0.989477553563216,165.16246,189.969806,183.219625,57.4595804200013,12.9876451067905,33.0972952846698,95.8623,127.862375,140.601925,196.1864,246.820275,228.8493
"ZNF721",0.997546463110792,0.740871447260621,0.570227228054248,439.59702,434.55796,519.4881,66.4983467290834,23.153413269374,63.6981995529832,335.6412,331.7199,434.7069,564.3852,527.771275,583.56105
"ZNF662",0.999868562306363,0.437080640024572,0.249893694965036,95.2486,94.449446,186.76105,45.5563497337199,15.197797621964,78.7697246269731,14.8684,15.349175,92.4948,135.2488,120.797025,268.52675
"ZNF320",0.959504294100806,0.954891983349348,0.809251719431543,808.85292,848.5264,748.893175,202.551694358639,40.6076975738202,199.599319013018,512.961,666.54905,459.44955,871.2144,948.87665,1038.731325
"ZNF530",0.972246314275257,0.996758705958039,0.95066792153874,83.98708,80.340268,85.757975,11.9331871014997,4.84174052612002,22.3385246662716,74.5223,55.64605,55.7884,88.9054,100.479825,108.758675
"ZFP1",0.803317704178938,0.764910222440273,0.940964688426745,197.02292,225.508636,242.1141,45.0072359046787,13.7492236816269,33.9440799270899,121.2334,170.96575,209.29695,293.2437,257.12125,283.95595
"KRBA2",0.521596534888899,0.237524085334085,0.500083768762493,54.0115,39.803364,23.554525,26.0459965391805,3.41806971681298,7.76337228189475,19.2218,21.094225,15.681925,53.8391,51.2528,33.95985
"ZNF93",0.839459973457756,0.26372230992465,0.286183363813728,142.09826,183.25749,306.6089,56.4145891216501,22.6458790794981,52.6719530585143,57.1261,85.9915,268.608625,166.0039,249.1567,367.266025
"ZFP90",0.580976120818922,0.974082716915306,0.468158932711887,428.33706,503.853546,404.720625,94.6539738212644,22.3800007226469,64.6244249397158,218.6405,413.74035,370.126675,598.3607,613.14165,474.7562
"ZNF479",0.93164420503151,0.993010653563312,0.982668477062991,0,0.53571,0.240975,0,0.481174814889218,0.240975,0,0,0,0,0,0.240975
"ZNF445",0.655947275051576,0.670837964064229,0.948357562025676,520.536,606.713486,640.43185,119.624071668732,29.2963649874022,70.7471040917872,342.6769,445.181625,540.102925,661.5683,726.197075,708.673375
"ZNF74",0.712924941585258,0.803934135717125,0.994010975230586,442.42444,500.037974,508.511225,48.6455029477813,22.4511277060461,83.8001319117336,352.1471,405.39125,466.9234,498.8718,596.880825,613.278225
"ZNF829",0.963476379643239,0.958138178110523,0.823733915769599,9.94884,11.599316,7.418075,4.00227013713467,2.01240001497929,1.41517296726996,4.555,2.934425,5.3904,10.1968,15.546925,8.912525
"ZNF267",0.993132000663415,0.755052289804994,0.690125119505301,304.56306,312.47586,377.038075,32.9353404868934,22.2894676380737,54.6997539509301,297.8276,200.49135,287.37535,349.9541,402.184375,452.908525
"ZNF566",0.445296437529574,0.337490582514681,0.746535062287881,130.82676,191.894714,232.332875,34.5990286905081,15.5373287016992,41.0633060979097,116.328,123.5863,180.78185,172.122,211.270525,254.352775
"ZNF224",0.935063551056825,0.981860133640979,0.996482937821257,203.5034,223.474112,218.40955,39.3290078035284,17.9150496647485,35.5383668480161,138.623,142.542575,187.091425,297.9007,297.30945,263.904225
"ZNF529",0.688357020805362,0.689862567411807,0.945919809868528,318.67372,425.02548,470.328175,62.7663198282757,40.4429984589435,104.044773706174,251.224,269.2948,354.602325,320.6027,444.1486,613.256
"ZNF284",0.947254896357106,0.981421115262386,0.861273732163519,37.81218,43.174112,33.302525,9.545831095164,5.39834161098451,9.79555461985818,21.7239,19.911075,17.121475,51.608,58.648725,46.7362
"ZNF749",0.947341312846056,0.786727181467634,0.836132239495807,72.21456,67.037246,56.5907,20.1954172421765,4.80146383133839,20.0338872484432,45.5958,46.423975,29.47215,111.5665,86.435175,73.14145
"ZNF17",0.894776924512184,0.830503217452384,0.936585760455169,92.71458,101.352484,108.6945,11.3380042511193,6.03481625818618,13.4013861358319,86.8767,78.31865,91.10625,108.3789,125.74085,118.2849
"ZNF555",0.975915011023663,0.977791516006458,0.894385754471361,72.6603,70.22489,76.0033,17.5905150832487,3.00884558725924,21.8998077047494,42.3966,53.88595,44.765825,101.1522,85.49085,96.876875
"ZNF75D",0.920993688443076,0.00348811618160061,0.000469603492518234,311.74724,343.09371,706.29155,72.565693242183,18.6648246676574,243.8664781783,174.8997,273.99475,473.691425,478.9891,424.285775,799.945425
"ZNF197",0.682172689473329,0.3022585257036,0.474844756929802,333.4315,381.952438,457.25665,41.0264945461466,17.4996531122891,77.8488867591406,276.8045,304.6484,342.866275,365.8611,466.835375,539.833275
"ZNF732",0.475795503841831,0.115000067897067,0.270802974030513,1.21074,3.300418,6.389325,0.843129458980055,0.5457025070583,2.38081273006194,0.3913,0.840525,4.5022,0.7008,4.633325,7.494625
"ZNF546",0.993174484426916,0.998372931652344,0.984054409926946,68.06054,65.571356,69.796325,14.1834176597744,7.01881694019735,13.6068070649323,48.3532,36.40955,53.273775,69.2168,71.443825,91.1789
"ZNF286A",0.997634672523037,0.14825372495229,0.0517070347592643,311.914,316.897858,518.503525,85.2085372979785,20.0106707750981,169.717499455936,164.3353,224.92315,250.36115,398.8987,370.31255,760.058725
"ZKSCAN4",0.999927343427777,0.990003504978252,0.981384081778765,137.20012,137.537538,131.52495,14.7185311407898,9.23816212849053,23.2259760505883,113.4696,97.1282,103.3948,155.2823,153.85135,152.93745
"ZNF643",0.998618983347728,0.329667285507609,0.176098002554685,42.9184,43.511228,67.234875,16.4964149036389,3.43900429816306,10.2865772947383,10.8619,24.767575,57.64,58.5593,59.167075,80.408325
"ZNF642",0.973072153520791,0.449825678776378,0.18951187666528,92.29016,87.284564,131.3457,26.2539891210574,6.09315255649793,44.7162984203187,56.9217,69.475275,68.1373,131.7449,103.450275,173.93425
"ZNF490",0.980028575480966,0.944537059465471,0.968023656792901,244.6411,256.480246,273.129375,26.7160388856956,19.4054149808334,56.0997728014766,223.5138,179.1456,238.56885,278.9391,273.614425,340.462175
"ZNF626",0.0774540171855946,0.325018284695695,0.990298158528725,512.37428,231.90819,250.568725,177.786329855013,36.549086056934,121.94167626948,227.9791,16.8798,122.307125,901.184,403.1917,332.99755
"ZNF793",0.926492951775463,0.729695361354918,0.796953705429029,168.87456,190.372984,231.503325,37.0427828616669,18.2430046286244,21.0373372201417,101.6118,130.465725,197.617175,229.224,235.282775,259.1644
"ZNF383",0.686706356941223,0.804888743772733,0.997773195197135,65.48488,82.878056,84.356,7.87318548780606,6.63865283582363,15.3355273149746,57.4632,51.806125,77.330575,68.8643,99.309425,102.713475
"ZNF669",0.920328736356506,0.99872461995638,0.910537469803286,122.04938,109.501922,124.272275,41.7677025228154,9.4890156970684,29.0815784661406,84.0393,63.890375,84.621975,93.5529,123.13795,150.73565
"ZNF559",0.882472007548907,0.245220217767102,0.228566124565773,222.6564,248.103228,346.389875,33.4119068900744,16.8111550280462,29.0412736345583,172.74,168.456675,318.9491,235.1314,299.8797,362.858075
"ZNF177",0.999875228456286,0.998468152312527,0.998363986109302,133.15608,133.776192,136.26475,24.1305333379807,12.6197157272708,50.5475320987665,120.7923,70.271125,62.54465,168.4348,177.15545,179.9574
"ZNF548",0.695980468251446,0.591942121913088,0.856255424187503,176.21096,215.676912,244.221625,29.0424578398868,15.221692910316,33.9427281152968,138.9025,135.553425,210.392675,227.5925,260.515075,288.51285
"ZNF563",0.975587389924795,0.964691978172027,0.861450994679645,76.64492,82.326096,66.84485,13.0220974733873,8.50344470666049,14.7759040705637,60.1093,52.365725,63.30565,88.8193,94.6117,80.7052
"ZNF567",0.701540512973025,0.514365194096848,0.763679297506378,125.98888,167.2504,207.078225,27.5650159906429,16.2716014205634,20.3534821536502,83.7421,99.532,195.63355,147.0856,194.2426,230.140325
"ZNF573",0.978708161402171,0.596362650317167,0.531123887973148,11.98662,11.252738,6.81495,4.15642355726651,1.13266187402261,1.34285748468207,7.5993,5.262625,5.70355,10.6047,14.26995,7.64825
"ZNF527",0.837271880712237,0.790262253723854,0.94097980726117,98.27622,113.857106,123.9462,13.8694744188235,8.39470980180966,34.8571243785016,80.4632,76.166025,87.5983,95.6284,137.784325,166.61575
"ZNF33A",0.474930306705949,0.388398736917488,0.792707236132537,1092.23164,1326.270046,1470.2849,252.719210556403,59.3854862145538,141.469014172386,789.9834,1022.9875,1369.1822,1326.3995,1739.805725,1660.7164
"ZKSCAN3",0.915735753280096,0.949038064049734,0.999252158595625,65.78168,72.978884,73.713225,18.3814961122157,5.46413894600157,14.4821942538861,59.0825,47.26595,65.970675,71.829,99.0107,91.8261
"ZNF676",0.989986972972745,0.94709050168133,0.956651601300541,6.75896,5.642278,3.0453,6.19953654675896,2.60216875083041,1.50895089880354,0,0.080625,1.08435,1.3661,2.127825,4.6009
"ZNF699",0.970470145021751,0.893690611322236,0.708141852454303,9.60842,10.745106,6.4576,4.41170650218257,1.50262575397518,3.21762487196172,3.5215,3.517625,1.1557,11.4204,16.67375,11.5279
"ZNF250",0.999155385457863,0.749926044667567,0.598090451950485,351.3429,355.051536,253.150625,54.2911187412361,30.012330885025,39.310255836579,319.9918,215.15075,218.14275,389.9271,391.1465,302.381275
"ZNF79",0.991368923422314,0.562307175915104,0.44979113684402,96.69908,95.338934,80.748025,13.1104028718571,3.23496749734624,8.50341122593114,82.1677,82.3303,72.8233,101.968,109.62995,91.160475
"ZNF681",0.978452233606649,0.87902504580147,0.896478800275103,151.60016,161.408464,185.7691,31.3278979163397,15.6148344870118,14.4157789565809,91.167,79.75445,172.557475,203.936,202.049975,203.618825
"ZNF766",0.993894720697132,0.977961811346324,0.985201407624191,488.55756,481.602114,469.578175,25.9043769687016,20.8521967799774,49.8152453728169,436.423,399.0179,413.539475,504.7442,550.050575,519.52275
"ZNF471",0.990350363394961,0.994576934032846,0.966698693799345,116.03838,110.258332,122.228675,48.6615627751041,13.2004166504845,27.6203420701837,27.3892,48.9624,87.235975,207.1949,137.4293,157.0788
"ZNF836",0.998935785175458,0.897505411221438,0.814130239766941,115.8441,116.965556,99.661825,26.4652695251154,7.8695909463568,1.23953374727153,72.8639,71.913875,97.956775,152.952,153.300125,100.52715
"ZNF493",0.997207626762367,0.92202269753641,0.841703513888335,215.55714,211.72889,245.083875,57.2663056487198,15.3748479364786,86.959646775946,121.6864,147.76255,177.443775,265.4827,266.2817,287.4322
"ZNF167",0.851440923360198,0.546607869367001,0.66016488544764,65.9305,81.875336,110.338275,24.3046327282681,9.18818386807253,14.2142731930136,41.6959,41.874975,92.224625,87.6155,98.45785,131.6486
"ZNF565",0.936297803911282,0.950683511422008,0.996556450328358,74.58986,80.799344,82.37305,10.0256302324393,5.66530934506951,10.9771260030802,53.9959,56.712075,67.165575,93.8105,90.240275,90.425025
"ZNF34",0.922568280886483,0.995043257256259,0.97300509199639,100.18808,107.64483,102.833975,11.4483847407134,6.1419533970449,11.5743041236738,86.863,77.7202,90.747925,100.3365,125.01715,117.6081
"ZNF140",0.362028199507391,0.202480257316834,0.58202682157809,416.72884,536.922748,633.60735,109.418920219931,25.6424056212493,91.9337990318441,262.4387,471.07825,576.176475,624.4519,628.4539,747.149175
"ZNF658",0.910762596565398,0.89203819092988,0.604678192445443,40.38488,37.513936,44.9253,8.09384865100652,2.00718994870382,9.86924318603002,32.0845,26.139425,35.477475,49.7604,47.6004,53.686075
"ZNF765",0.990485109513251,0.41114213901526,0.282004589865189,185.75796,190.653842,253.920375,24.2735222227142,11.5091019898829,35.9035095701283,166.7835,130.0439,195.273275,199.8572,227.232125,313.54875
"ZNF124",0.626751312640057,0.760130863686007,0.196504822530655,124.83966,92.920378,159.743025,55.3812510269008,9.50296182290093,41.1765978740428,42.0463,50.060225,112.10615,150.1703,112.03925,193.010075
