"gene","NO-[Unknown]","YES-[Unknown]","YES-NO","mean-[Unknown]","mean-NO","mean-YES","SEM-[Unknown]","SEM-NO","SEM-YES","Q1-[Unknown]","Q1-NO","Q1-YES","Q3-[Unknown]","Q3-NO","Q3-YES"
"ZNF569",0.91145817160897,0.76070255360528,0.851219025660909,129.42738,150.415382,181.08665,36.4973416638582,15.7863570965823,48.5165861731927,70.6288,90.7722,129.725125,146.6302,183.4646,202.514625
"ZNF777",0.972319925037853,0.746496255286922,0.489694110595008,597.40888,614.93432,516.284175,46.1033623391115,23.919802932437,86.7564588125996,544.1712,514.1421,417.425725,666.0827,719.774525,563.0361
"ZNF605",0.992922086183976,0.994583415025739,0.971123680898569,459.0243,449.695082,470.69135,80.0672687885943,25.0902615507898,63.7448605252546,354.886,350.288475,379.75105,603.2426,521.10485,569.89595
"ZNF799",0.905780223665232,0.561350608778148,0.209568977137139,248.11894,226.716894,322.442575,66.3615250373332,14.4067260456107,65.5719231689191,221.7208,150.7739,258.6122,264.1103,289.92585,421.255625
"ZNF782",0.937498578027902,0.255993407327999,0.195702772536278,50.85592,55.715006,83.240375,16.7276668606653,4.12296030864728,18.3130362843146,19.5637,31.8432,59.416775,86.4688,70.090775,92.3543
"ZNF846",0.768975247404591,0.967547179513705,0.948790256824368,71.74116,62.41023,67.02375,15.8914350944652,3.86947745429113,19.3924613922739,41.4751,45.85955,39.280175,104.0073,83.721775,84.745325
"ZNF136",0.98925594918094,0.844779266613938,0.678838249113327,236.76236,228.43621,283.89945,62.2910835989919,17.3553502190921,84.0969819363186,139.685,145.47075,165.648375,339.2532,269.372225,370.749575
"ZKSCAN5",0.926920012553471,0.977422841838375,0.997117032439621,367.6978,386.46795,382.4153,21.5538187872358,15.8653803746057,45.1631396243478,369.9398,322.957375,334.69125,394.2697,426.6962,409.9596
"ZNF33B",0.575729539041651,0.923786363671317,0.908012384363855,691.46554,853.673478,778.920125,141.250224632259,49.1377785489262,156.350108852304,395.2348,635.292225,747.25685,928.3165,1047.4113,927.394575
"ZNF431",0.665744668514881,0.947890085132407,0.92497860521809,114.42884,146.19876,130.84485,27.7917412024436,11.5817754016097,9.12591390039924,68.8643,81.623025,119.373525,156.2149,193.4556,145.380875
"ZNF418",0.206787059254926,0.360606375057873,0.972967425685723,141.80014,74.389132,64.7056,77.2673561278345,10.3116459508098,30.4464138853002,63.0694,7.713575,18.626475,99.7268,120.74175,107.208975
"ZNF700",0.909989344150716,0.339659364097962,0.0796132994469732,365.78364,333.79088,522.264775,78.1829803105548,15.625668347015,258.085662569312,261.8397,266.352075,266.1361,434.3836,395.732275,593.096025
"ZFP28",0.476002041282348,0.167435190120468,0.393517264416131,104.57284,140.706082,185.666325,29.3989172262959,9.46125033791429,22.8630022111188,69.0259,98.110675,168.00055,150.9126,177.856275,201.895725
"ZNF585A",0.996452752673043,0.999334572988914,0.99244009412814,136.52934,139.728288,134.549275,20.5931775158328,12.5885702913253,24.776435114956,107.6005,86.486675,91.7203,152.0947,166.045675,175.685525
"ZNF138",0.945198729487386,0.153606709725421,0.0910108947729101,216.26298,233.126,358.070875,38.0042482959261,16.0671149122383,61.8053415188954,157.7973,161.76045,275.599875,223.1955,256.298975,425.01755
"ZNF429",0.934756666527488,0.600656839150618,0.269502107768992,120.11466,135.042048,61.15045,26.1257395080713,13.5247692585377,9.14406627541416,104.079,81.380275,46.32175,121.9537,150.741775,72.5859
"ZNF470",0.831070645191128,0.502148185832339,0.623826783225534,153.48174,171.181172,202.591275,51.6864677541288,8.3898836441685,29.9267163390666,100.5606,138.477525,174.3946,249.2097,199.08815,214.328525
"ZNF100",0.504540829371691,0.301240727081334,0.632257676170332,186.41292,272.180332,349.772225,41.8352163727332,24.043383337274,54.3239160921531,108.6253,147.4112,324.466275,281.4316,311.54215,393.9697
"ZNF398",0.997408367410205,0.405427423993728,0.251400862951869,458.42374,454.753792,359.560125,88.930958795234,15.2430687091358,8.6889968403891,378.0659,391.164375,349.011725,517.3042,513.512925,371.32545
"ZNF498",0.948733515409892,0.998193501056458,0.977082951487581,381.87156,362.636652,376.775275,55.6783277696951,19.3219410679525,27.0775094536461,282.0682,247.3499,351.8163,451.1064,457.072175,408.674425
"ZNF441",0.755567639421519,0.231917037299374,0.303472213252558,111.8591,147.506826,229.773175,27.9954050694574,15.4852750715259,49.3455061173655,50.0831,87.581775,184.6295,156.4562,162.943,300.824325
"ZNF420",0.995676867093478,0.994511125490833,0.976212658795886,119.2264,122.740582,113.561475,25.9185991791995,12.5150323009495,15.3201058646459,89.6987,63.2089,99.816475,148.4654,146.50195,120.4567
"ZNF763",0.931506708052766,0.560259966769078,0.575135174915821,76.19124,85.23432,113.353725,15.189657795013,7.78663276620404,26.3595896165379,68.306,56.13615,91.05815,99.3837,96.6279,149.646025
"ZNF679",0.878948841536374,0.976180203134443,0.984698209765363,0.14016,4.138612,2.6092,0.14016,2.65456166876235,2.50487636720857,0,0,0,0,0.839075,2.76735
"ZNF682",0.898649699879036,0.111152767407873,0.0730247053730841,171.91888,200.34305,360.451325,43.1065032189738,18.2974053407547,129.470026125782,133.4246,118.005525,170.63825,188.5246,271.4309,509.076025
"ZNF772",0.995195245435048,0.826860743323269,0.77875232831155,163.9169,159.04041,120.00985,41.2412969073355,16.0958540612053,44.7944406163217,159.4779,82.466975,63.8851,217.2506,218.324925,182.39205
"ZNF257",0.760846619312038,0.654068201203949,0.187092639909115,64.26576,44.18268,100.121825,19.9545041243976,8.4189330040662,44.9481900380014,50.96,5.039425,36.071725,101.2614,63.53095,164.06345
"ZNF785",0.966214070523465,0.42234290992303,0.161479132791145,253.715,268.496392,146.89135,25.681444301577,18.8716997068176,21.8449641404108,218.4373,206.8566,117.59825,258.962,320.235325,182.1429
"ZNF98",0.974392765483984,0.770583285145499,0.767811225052305,8.07764,9.621674,15.09485,4.43784046385176,2.20693032422461,6.85266915898469,3.263,0.678675,7.5197,5.3642,6.707575,19.06575
"ZNF786",0.997459691842896,0.962163866206086,0.95764834425491,236.37344,233.874848,222.452475,40.8591538634196,11.1521687614673,22.9753900813956,175.6823,172.681875,198.5904,322.4044,284.5607,254.934875
"ZNF517",0.972159310844201,0.359870089289076,0.265677066155835,360.40636,342.388244,203.6865,72.1484561814083,24.7152765378507,31.5382129192508,220.4007,221.014225,179.92405,396.0436,418.41445,228.73375
"ZNF675",0.822289903563664,0.715603413482532,0.885367560950826,146.49754,180.021356,209.293825,24.8740795694152,17.8314936596114,30.6345333434719,107.2179,88.31575,192.48235,188.4368,249.4623,247.267825
"ZNF860",0.860710716069716,0.693005343270049,0.828422204852267,44.1217,54.149098,66.598425,10.8868298761393,5.65163933775873,33.0919436376987,22.0743,26.87385,32.5634,65.2595,68.693975,77.110025
"ZNF695",0.998015081883877,0.242603136702836,0.110496207732476,107.87274,109.662616,177.2757,18.9822457725002,9.30992007540404,23.6499434438013,90.4093,53.374775,151.16425,117.796,142.853525,187.0375
"ZNF665",0.991363710429229,0.929526545774073,0.829418330824909,25.28718,26.272036,21.195825,5.92049373890388,2.43730473128431,6.02147389036037,13.6946,14.5348,12.48185,29.5032,32.83875,25.958475
"ZNF624",0.901365694393447,0.997962570139056,0.885291267274427,83.91078,77.877992,85.1186,14.1254250876,4.12120869883407,17.0076814736264,71.829,60.2405,56.72125,84.4295,99.768,110.2908
"ZNF841",0.998126930138983,0.994034541143141,0.98088517906038,241.01644,237.721084,249.43635,61.6843456677186,16.497757525808,76.3237864247935,137.3511,153.40725,160.96115,333.3333,313.6008,274.41705
"ZNF615",0.686948137039461,0.5992088838309,0.87005903630221,142.65534,173.504366,194.258375,29.0331279755489,11.5556993115816,27.0167517987567,97.8969,117.983225,165.296125,202.1858,209.3499,232.8341
"ZNF433",0.969225098080478,0.357293512683441,0.121914037587393,167.82806,159.514294,236.79935,40.3544434353467,9.75709592243027,60.7543606994113,151.6393,110.802325,208.5353,199.3699,201.305375,291.6289
"ZNF595",0.491109832604824,0.885439918560311,0.905058448811187,201.45252,151.224442,171.9276,42.7891036768638,13.432054541063,31.1060075691979,136.612,89.285225,143.535025,276.945,204.84985,191.188525
"ZNF460",0.989488596189021,0.998573570221962,0.998063742446392,35.0827,36.514826,35.835425,7.63730306181442,3.23425441855355,6.04011723125401,23.1254,19.05645,28.164825,39.3376,44.4194,44.3435
"ZNF81",0.826199108997688,0.949639426293685,0.989731253238462,80.04254,67.617626,70.811825,35.9287222944624,5.90320274976553,12.2886611799506,37.9965,32.146875,50.41305,93.8105,93.923825,89.858675
"ZNF780A",0.950829315915569,0.990123882824719,0.994514188555843,353.4388,386.801732,374.599625,27.2954998748328,35.1869384685623,62.1807956332764,330.2357,245.735725,303.51605,351.0862,406.39015,415.309225
"ZNF461",0.848341261468145,0.760997929246024,0.908574962275273,93.93274,112.409662,128.026325,9.33984780045157,10.6713713857488,28.1544403887846,80.9102,73.767475,104.39915,111.349,128.1281,153.626675
"ZNF181",0.593335399363061,0.45713466714361,0.782872087629242,142.29588,182.124328,212.248425,10.7562974244579,12.7771321847259,40.1738124623569,126.506,112.662425,171.6422,156.2149,230.753725,244.788125
"ZNF44",0.901189817676068,0.75718533383338,0.858370129898409,237.05316,260.156692,291.182875,59.7265722927459,15.1813773485522,82.8476482192904,140.1546,185.34605,227.404075,259.2805,317.50025,343.71185
"ZNF790",0.919648820610132,0.853219969744178,0.937720391931059,110.29362,121.973746,133.3086,15.8110440689538,9.15159638880348,38.6866659891794,88.5095,76.28295,79.0466,147.0856,134.178325,172.12885
"ZNF677",0.919193820306101,0.939567517304934,0.996373035655966,34.7036,44.280606,46.4819,16.8324462612242,7.65087339220952,16.8439557600543,10.7284,15.7567,29.807,53.7341,53.21395,52.6111
"ZNF823",0.703651234382883,0.999915681851618,0.741186683437034,204.27294,178.255884,204.847075,42.2533725372851,9.70685261657185,11.7481276492877,196.7213,122.4167,193.540325,258.1829,222.228525,207.67655
"ZNF311",0.521861543312439,0.998405143989381,0.631361838064583,51.4791,29.515826,49.9339,28.1880032957817,5.89330473905307,11.7162611209805,3.6708,3.760825,41.54015,87.1685,41.22365,59.7395
"ZNF347",0.9986202693608,0.82123459608793,0.693252228195102,96.24064,95.075886,116.178675,23.1073062194753,7.1266155074066,15.2214543117259,50.0831,55.0582,100.29665,126.8482,124.204975,138.298375
"ZNF273",0.986432610148348,0.0079043788329084,0.00078262683348862,188.14558,199.414198,507.617725,31.5491702933595,20.0022310304357,159.171775371177,145.41,110.62905,365.853925,217.2131,250.4331,560.53
"ZNF84",0.442318708641422,0.569246281826157,0.977028315156552,803.85528,987.07258,1021.037975,177.694711910578,44.1366387091112,149.829058251097,640.9078,787.82695,794.101725,1159.9878,1162.802325,1268.5922
"ZNF667",0.990037098941278,0.893369745266727,0.888849600559387,136.50754,144.087104,172.925375,46.8530458413709,17.4025133781013,39.9460521066512,68.3252,37.0711,112.798975,226.3206,207.59765,225.0152
"ZNF649",0.553870816843452,0.94376655625913,0.86096920186257,208.33446,283.084842,241.60125,66.5220707462163,21.7129648454688,74.5529527902875,125.6246,177.234875,177.657625,221.2738,323.47565,333.793975
"ZNF248",0.982145989060381,0.996995292679363,0.997467259063769,532.78288,500.134206,513.7021,190.301593061008,54.7460574980155,139.35859155729,213.7351,324.634225,395.732175,637.5228,520.35575,565.366375
"ZNF544",0.230004818553394,0.876121274198104,0.664869777173641,782.7427,553.069732,685.625025,107.27044112383,42.0001908278885,165.083660055452,735.4583,361.4895,491.986225,935.2558,673.005975,764.26855
"ZNF251",0.72071375938692,0.376024586835285,0.555222626700681,437.28136,528.296678,663.826125,38.5687246432339,36.1387095151848,156.752730288287,428.69,360.15,560.811,453.0484,609.397675,754.984925
"ZNF607",0.622319902477857,0.746582126915171,0.994353401559997,207.45112,291.612876,301.748475,19.0785434760466,28.315386843284,92.4979311796609,201.1212,199.884425,192.498275,235.8834,281.05795,387.09495
"ZNF334",0.922726116317306,0.468332997381186,0.156328329072159,97.26768,70.88853,213.994,44.8957749377979,18.9932969305331,154.922320450643,8.5653,5.802225,48.829725,120.883,82.4274,236.167775
"ZNF485",0.833437223379505,0.706397761825222,0.276310105935092,86.80956,76.012746,108.175775,18.8186615899112,5.38319179517301,30.7581627262416,81.5118,48.5209,61.05255,95.8499,96.557475,141.985075
"ZNF192",0.998682150129082,0.985048285411886,0.984329063680637,214.76676,219.308168,236.722775,128.031147843213,26.7837417558417,95.4785687243423,10.1612,21.905875,79.0015,219.843,342.039775,389.425425
"ZNF442",0.347059597798852,0.443794612145326,0.946510092116706,21.60968,33.78214,36.8223,4.91839233189057,2.56232325114119,14.8126431097447,16.5397,18.629925,22.91445,29.5993,44.289325,45.27755
"ZNF813",0.957141247440862,0.977462255913466,0.9999645870095,61.33206,67.960316,68.169,19.3781168023005,7.21116046883415,21.8065371921281,26.2154,22.24505,36.6141,65.6674,97.797075,85.07205
"ZNF26",0.641876756942087,0.196721191026154,0.326108133925988,237.01228,281.337714,359.978175,29.0604512861449,12.0061834480316,143.142184391018,183.1165,217.326975,189.643275,274.9159,320.06335,424.6623
"ZNF69",0.965115652423274,0.933471619028909,0.971916205459595,140.53654,149.713252,158.818225,45.0856072759101,10.1735760464435,56.5290151759751,76.9581,88.203325,79.977175,172.1608,198.32485,217.57135
"ZNF583",0.873466399600945,0.975351507714016,0.751223300562164,59.64866,53.677834,63.312025,8.83267891608203,3.70876464190239,11.5950735465811,49.3525,37.8562,51.0419,59.9004,64.176375,66.687875
"ZNF568",0.999656784707139,0.709606929035371,0.580172071351675,89.84074,90.546848,121.884425,20.2669948446384,8.32688537525028,46.3159607175427,69.8063,46.071125,73.113625,105.5676,120.4663,127.00335
"ZNF480",0.842560917516856,0.0662617400027633,0.0457320782832309,465.08138,513.882176,750.6184,71.7236448449701,26.5342783509432,98.2489181103877,352.25,380.521125,674.216425,613.0315,604.10785,805.130725
"ZNF587",0.0243779743508306,0.117928323495761,0.985427978564306,1065.72484,608.34382,577.73165,435.797538406816,37.213592160071,94.1338058935391,267.1818,402.14765,482.4785,1217.9281,786.7183,700.97165
"ZNF808",0.94761827574826,0.897760503744834,0.954884053362024,165.84208,158.521822,151.01055,22.3719222142712,6.92327775347351,31.8387064087749,135.8934,126.917675,100.78045,183.0601,195.103825,201.44895
"ZNF43",0.905882750181183,0.881624444317372,0.969938694036084,411.64788,474.552228,513.247575,91.0738862426678,46.3806895895107,118.896242057178,275.066,279.98475,423.0614,513.9186,538.10475,642.209525
"ZNF28",0.819504519797287,0.867284504965257,0.992920080636643,440.03238,386.541826,375.369675,58.2353467090512,27.8462945357362,58.3806298260016,349.3343,242.217625,313.891125,559.1924,540.2774,419.87315
"ZNF627",0.901559211305047,0.482255001146161,0.515130855469485,470.36098,529.626482,696.7515,124.067704520787,42.0193718849353,96.7002992747006,242.199,352.694,664.94005,682.1494,597.907375,781.88375
"ZNF789",0.709235879969868,0.331616976418486,0.497762554898099,147.21774,171.32059,209.51655,18.3364793623694,8.71321193795658,59.7235675103988,112.9326,124.583975,124.8967,183.9523,212.0325,277.85775
"ZNF534",0.850849025388917,0.735859408629184,0.882548531042668,8.18654,7.220348,6.279325,1.98865334173656,0.539724306556295,1.13516351419447,5.7102,4.598575,4.755975,8.7596,9.0663,7.07135
"ZNF525",0.999416608314106,0.994225063860158,0.994173359501007,275.12818,273.069418,265.851675,48.0359817404558,19.8198735681234,29.8739476159796,230.5536,195.9928,237.63995,361.5665,297.275175,294.896575
"ZNF814",0.132083983889557,0.514028669950186,0.938574374778567,780.26148,478.083898,536.079925,320.528102050696,37.1750535398849,226.97184709935,418.2423,306.51415,307.396475,896.6018,591.261425,641.36795
"ZNF551",0.969289689268104,0.942074802447316,0.798866700879784,77.39704,83.672738,64.979025,29.4250501791348,7.92091212138122,22.4467802380941,27.5648,39.56815,31.663075,109.6222,117.2462,91.44585
"ZNF805",0.837095106126708,0.993588719014881,0.92583093008478,249.2098,271.830246,255.3512,36.16440936165,11.997327738253,44.2261075347469,203.8541,206.546925,193.483825,308.3512,320.64415,323.834125
"ZNF468",0.654340656918253,0.625417208343845,0.914974420469797,445.40638,378.596256,344.841875,57.2394160407616,23.4617782263045,64.0427286619563,419.0551,272.98615,267.0426,557.5609,476.7758,399.325375
"ZNF616",0.989828344327877,0.897825378062176,0.767722336197237,154.76246,158.973616,135.18655,31.4706713341422,9.42521678304357,22.2105290568272,118.9067,112.983225,102.807025,154.9913,199.6668,159.671525
"ZFP57",0.896168383094209,0.814936730028622,0.921547303164133,2.3542,4.672882,6.889725,1.30588935404191,1.63318841580883,4.97472802177415,0.3504,0,1.631875,3.5761,3.744325,8.0358
"ZNF155",0.986722103704022,0.999991290269596,0.989939354103154,199.96826,208.773588,200.289675,27.9939886837621,17.9584039860289,25.7881621005445,169.8543,150.1178,167.773525,210.473,240.5597,237.5528
"ZNF425",0.97084937548909,0.650854597152596,0.620264713626352,96.30398,89.259862,57.7516,26.9871790272418,9.38682959873942,19.9752339355096,59.4534,45.464875,31.07415,135.2459,104.8877,71.5239
"ZNF611",0.450523972994445,0.890460671681001,0.870630668234461,213.94106,155.77244,182.4416,83.2136981450086,12.7317516225262,64.3329464597392,95.0797,83.5333,107.862725,292.4442,222.03475,222.327725
"ZNF254",0.752153314453476,0.342783042686724,0.476285451291033,327.89128,397.30157,522.0097,82.6165825786773,29.5997682596879,79.6491593072289,206.7189,231.871575,446.79965,336.4046,553.705525,557.5457
"ZNF625",0.938364097826202,0.966875698238366,0.806470674224421,33.16894,36.926142,29.260075,11.83258265036,3.37886223363885,5.21617917035944,15.5297,18.599675,28.7186,41.0809,51.56005,34.560175
"ZNF845",0.868082342736429,0.995290321413959,0.938866843441647,145.07734,160.636248,149.1362,29.5956167154462,9.48271204621196,11.4701429473074,90.3844,111.348475,142.85175,193.7392,191.3705,159.5603
"ZNF90",0.566606956276741,0.998486023227463,0.671065104173659,302.04668,570.044838,321.71935,64.7419426976006,84.1019463855715,96.4680397938483,224.0437,225.20575,216.257075,324.2582,683.81215,449.208325
"ZNF788",0.806084245912131,0.89687609798511,0.493790834518567,76.63838,103.309724,49.5656,31.8788999794755,13.3566635861293,17.1536482498136,39.6175,42.488775,26.340175,93.8105,119.95945,76.688775
"ZNF880",0.722531959192848,0.526632516371597,0.760641084023537,156.15016,128.4742,100.3587,45.5513110855066,10.6261702433863,29.2672958135015,64.3706,84.5218,51.818425,247.9861,163.88545,149.161525
"ZNF630",0.978948180725506,0.934877037285059,0.804913738565307,56.44466,53.523168,63.881775,21.2747438036184,3.88701736719939,29.1570186950294,31.302,36.4918,32.28805,54.6448,63.32865,88.518125
"ZNF844",0.920851805937455,0.887410111400833,0.610552728562498,131.92482,147.892082,104.42825,38.6750171188766,12.7871439105733,14.7958452858959,69.6469,81.82455,80.83655,160.9264,206.375075,125.71215
"ZNF717",0.923371956816261,0.96045074351565,0.768558719742086,25.53922,29.622012,21.386725,10.8099205081906,3.28774842934094,6.27340989738635,8.4093,6.798575,12.72595,29.9502,48.212,26.196475
"ZNF492",0.9093753217453,0.577575031914703,0.629535878068983,25.3498,33.799644,54.54335,9.69741251875984,6.49234207271365,3.02852327972452,13.3033,1.262925,51.30775,20.5628,46.1463,58.9281
"ZNF688",0.911799513937406,0.438005126464949,0.444060108361898,431.81632,377.447758,197.45475,138.312817804047,40.6626569861046,64.5917428299276,194.0012,194.625475,117.877075,705.8593,478.01065,225.136825
"ZNF879",0.917379601262806,0.84667680688297,0.933601377699178,73.35276,82.843578,92.226725,11.7786165784696,7.43939972090095,25.7319084376245,56.7713,51.487575,66.2457,74.6406,96.411425,124.377275
"ZNF737",0.988271414737183,0.107886374199978,0.0194042627527858,378.29982,357.868312,789.4737,143.200663408419,36.5035067591772,327.815458213217,152.0673,164.103925,441.257625,584.2441,484.886575,870.933775
"ZNF709",0.73987931948456,0.598986055971471,0.830159581103788,130.07766,169.149962,203.130875,29.8652653092953,16.0505912413552,69.2114618754892,114.6435,111.57305,123.076025,168.4882,186.7268,260.549
"ZNF585B",0.806585971686444,0.959542921166913,0.975663444353858,47.6871,61.741592,56.481175,10.3936561613323,7.16566426826918,5.80270801284122,33.9874,23.512525,49.840375,57.9178,85.27415,65.6779
"ZNF324B",0.699153786400068,0.2124425633869,0.312697018866335,130.6131,116.094688,86.852575,16.2277056361952,5.55554705296456,9.70132133838608,97.0735,90.172825,78.042275,148.9071,132.457,90.59585
"ZNF564",0.88081879119694,0.987208891470157,0.969686229465574,316.04916,355.060846,333.797725,47.5869448291083,25.1966388326323,80.4444990756295,232.487,245.63825,274.76055,329.6903,398.942775,415.105575
"ZNF674",0.608867942643367,0.0989573734877028,0.162867897928444,45.87926,54.249812,72.23955,6.58000933560128,2.61160343651275,13.0039834438337,36.4401,40.84695,61.451125,54.6548,61.696675,89.209225
"ZNF432",0.929140144403932,0.706747029025281,0.369707180114946,121.14818,109.564314,157.25825,44.8541364780485,8.77680261997965,47.2998799294723,60.6476,63.016625,96.7878,217.2131,147.175725,207.56315
"ZNF10",0.913086398423477,0.125661403791467,0.0809870048137163,230.99978,259.334178,428.745875,80.6016725904084,17.9328597861878,163.009835157046,136.9461,180.25665,209.7272,346.0838,339.544325,546.554775
"ZNF486",0.995525158323055,0.858953750266042,0.821937023052907,29.77516,33.665432,62.222375,13.3438008333683,13.6777535794133,31.1112464631462,7.1523,3.464675,14.36025,56.7624,18.6376,102.298875
"ZNF225",0.993636780778832,0.946350978753829,0.948004012079429,73.4338,71.521114,65.389675,15.3387305399436,5.51623412195499,9.82968044863574,58.5144,46.481475,53.919775,87.6155,96.461675,68.79525
"ZNF350",0.494706564439805,0.639976321633531,0.989328575367754,179.45952,230.718724,237.6773,11.2417675118462,14.2501214555241,36.4352664846162,175.7741,170.661225,216.284925,190.8841,253.6501,282.447525
"ZNF253",0.406685914496494,0.90920475281733,0.805687481265117,463.47868,297.58243,386.97795,262.872641913607,31.7753498485646,171.736772521974,108.6253,170.754975,203.410125,675.3188,374.359975,515.933075
"ZNF878",0.78427738645596,0.600678377771711,0.794626635143592,6.49,9.059762,11.82835,1.97451390878869,1.2098749679536,3.28462194843892,3.1535,3.6646,7.887375,9.1075,9.926925,13.415075
"ZNF727",0.882334451476821,0.99517462625736,0.948523237458273,2.37214,4.732436,3.034825,1.03014196380887,1.58597134645542,1.92873271795023,0,0,1.04565,4.2046,3.762575,3.721475
"ZNF578",0.606586708054204,0.979158575403286,0.814260876921112,14.5177,49.3018,24.6758,1.70631354914623,11.6974125949976,7.60318988320034,12.2635,8.906525,19.6984,15.1986,55.9792,29.0798
"TRIM28",0.997032254852978,0.494172935000893,0.345411378138481,9829.96844,9716.833726,7319.085225,1977.54103548154,461.014078288142,670.796212088184,6388.8889,7302.6289,6746.943025,11057.4632,11596.894,7958.26585
